,,,,,,,,,SIMULATOR_DOMAINS:32
,,,,,,,,,SIMULATOR_REGION_SIZE:8
,,,,,,,,,SIMULATOR_MIN_REGION_SIZE:4
,,,,,,,,,SIMULATOR_RUN_NAME:ex1-run90
,,,,,,,,,SIMULATOR_MAX_REGION_SIZE:12
,,,,,,,,,SIMULATOR_ROUTING:FIRST_FINGERPRINT_7
,,,,,,,,,SIMULATOR_BIT_MASK:10
,,,,,,,,,SIMULATOR_REGION_ALGO:CONTENT-DEFINED
,,,,,,,,,SIMULATOR_TRACES_LISTS:fslhomes_2011-8kb-only_014018019
,,,,,,,,,SIMULATOR_BACKEND_IPS:10.131.2.151,10.131.2.152,10.129.3.153,10.128.4.215,10.131.2.149,10.129.3.152,10.129.5.90,10.128.4.216
,,,,,,,,,SIMULATOR_MODE:RUN
,,,,,,,,,START_TIME:1638577746.22331
,,,,,,,,,STOP_TIME:1638578446.4350774
omain, region bytes, non-dupe bytes, region fp count, non-dupe fp count, route time, response time, user, hash date
46,12582595,0,1708,0,4.18E-06,1.79E-02,014,2011-09-30
102,12571390,0,1807,0,3.92E-06,2.21E-02,014,2011-09-30
117,12572457,0,1480,0,4.39E-06,1.84E-02,014,2011-09-30
62,5661665,0,661,0,4.34E-06,8.68E-03,014,2011-09-30
202,12580419,0,1442,0,3.67E-06,1.34E-02,014,2011-09-30
207,12576442,0,1400,0,3.85E-06,1.23E-02,014,2011-09-30
83,12570862,0,1497,0,3.69E-06,1.82E-02,014,2011-09-30
72,8166190,0,875,0,1.74E-05,1.30E-02,014,2011-09-30
145,9819676,0,1140,0,4.17E-06,1.27E-02,014,2011-09-30
101,12568028,0,1390,0,3.91E-06,1.78E-02,014,2011-09-30
87,12581933,0,1409,0,4.40E-06,2.30E-02,014,2011-09-30
110,12581233,0,1391,0,3.63E-06,1.76E-02,014,2011-09-30
70,4618245,0,527,0,3.85E-06,8.32E-03,014,2011-09-30
216,10365156,0,1194,0,3.71E-06,1.17E-02,014,2011-09-30
133,4235834,0,490,0,4.25E-06,7.85E-03,014,2011-09-30
99,7200647,0,816,0,3.82E-06,1.11E-02,014,2011-09-30
249,12582452,0,1446,0,4.19E-06,1.82E-02,014,2011-09-30
88,11791901,0,1288,0,3.87E-06,1.72E-02,014,2011-09-30
101,12570368,0,1367,0,3.88E-06,1.70E-02,014,2011-09-30
87,12582620,0,1383,0,3.69E-06,1.78E-02,014,2011-09-30
193,12578593,0,1362,0,4.09E-06,1.29E-02,014,2011-09-30
57,4361088,0,487,0,5.75E-06,7.58E-03,014,2011-09-30
216,10367436,0,1172,0,6.14E-06,1.10E-02,014,2011-09-30
133,4236734,0,480,0,6.43E-06,7.31E-03,014,2011-09-30
99,7202087,0,799,0,7.38E-06,1.20E-02,014,2011-09-30
249,12577075,0,1424,0,8.53E-06,2.00E-02,014,2011-09-30
73,12571637,0,1459,0,1.13E-05,1.90E-02,014,2011-09-30
105,12580614,0,1346,0,6.16E-06,1.79E-02,014,2011-09-30
167,6236177,0,738,0,6.96E-06,1.13E-02,014,2011-09-30
44,12582789,0,1452,0,1.00E-05,1.54E-02,014,2011-09-30
136,9360834,0,1036,0,4.29E-06,1.16E-02,014,2011-09-30
167,12577016,0,1445,0,4.64E-06,1.77E-02,014,2011-09-30
17,12579351,0,1492,0,5.29E-06,1.55E-02,014,2011-09-30
222,12582346,0,1396,0,4.57E-06,1.33E-02,014,2011-09-30
227,12575388,0,1355,0,4.25E-06,1.74E-02,014,2011-09-30
143,9701756,0,1091,0,4.81E-06,1.20E-02,014,2011-09-30
51,9960322,0,1162,0,5.21E-06,1.30E-02,014,2011-09-30
196,12451342,0,1309,0,4.28E-06,1.14E-02,014,2011-09-30
255,12568532,0,1398,0,4.88E-06,1.74E-02,014,2011-09-30
18,6021613,0,679,0,4.75E-06,8.01E-03,014,2011-09-30
51,12579742,0,1471,0,4.35E-06,1.57E-02,014,2011-09-30
22,5583866,0,647,0,4.90E-06,7.85E-03,014,2011-09-30
135,8707464,0,939,0,4.10E-06,1.07E-02,014,2011-09-30
72,12573709,0,1457,0,4.31E-06,2.85E-02,014,2011-09-30
248,5411944,0,646,0,4.71E-06,9.55E-03,014,2011-09-30
210,8970699,0,1022,0,4.98E-06,9.97E-03,014,2011-09-30
110,12571751,0,1346,0,4.12E-06,1.77E-02,014,2011-09-30
120,5768190,0,616,0,4.57E-06,9.29E-03,014,2011-09-30
233,12576115,0,1442,0,6.32E-06,1.88E-02,014,2011-09-30
115,12582058,0,1398,0,7.51E-06,2.86E-02,014,2011-09-30
201,12582478,0,1319,0,7.72E-06,1.25E-02,014,2011-09-30
216,7136720,0,768,0,4.62E-06,8.33E-03,014,2011-09-30
25,4203927,0,512,0,3.87E-06,6.85E-03,014,2011-09-30
241,12574538,0,1411,0,4.27E-06,1.76E-02,014,2011-09-30
202,12579804,0,1287,0,5.83E-06,1.35E-02,014,2011-09-30
65,8964111,0,962,0,5.55E-06,1.40E-02,014,2011-09-30
25,4203910,0,512,0,4.42E-06,7.36E-03,014,2011-09-30
241,12569080,0,1470,0,4.00E-06,1.83E-02,014,2011-09-30
15,12569450,0,1411,0,6.90E-06,1.47E-02,014,2011-09-30
204,9999263,0,1206,0,5.47E-06,1.23E-02,014,2011-09-30
135,7760152,0,917,0,4.26E-06,1.03E-02,014,2011-09-30
48,9969495,0,1085,0,4.90E-06,1.30E-02,014,2011-09-30
248,12579657,0,2507,0,4.48E-06,3.10E-02,014,2011-09-30
212,12573337,0,1534,0,1.38E-05,1.78E-02,014,2011-09-30
178,12576866,0,1441,0,4.10E-06,1.92E-02,014,2011-09-30
194,12582707,0,1498,0,4.29E-06,1.44E-02,014,2011-09-30
198,10916245,0,1206,0,4.27E-06,1.22E-02,014,2011-09-30
101,4381106,0,509,0,4.10E-06,8.08E-03,014,2011-09-30
50,5552117,0,638,0,3.89E-06,8.09E-03,014,2011-09-30
20,5706988,0,684,0,4.07E-06,8.34E-03,014,2011-09-30
80,8540681,0,897,0,4.22E-06,1.19E-02,014,2011-09-30
101,4384046,0,473,0,4.21E-06,7.37E-03,014,2011-09-30
50,7398020,0,783,0,3.82E-06,9.11E-03,014,2011-09-30
20,12579762,0,1367,0,4.17E-06,1.47E-02,014,2011-09-30
249,5465978,0,611,0,4.51E-06,9.22E-03,014,2011-09-30
167,12580280,0,1425,0,3.94E-06,1.73E-02,014,2011-09-30
225,10044506,0,1091,0,3.86E-06,1.39E-02,014,2011-09-30
196,12576910,0,1322,0,3.99E-06,1.25E-02,014,2011-09-30
221,4532587,0,512,0,3.93E-06,6.66E-03,014,2011-09-30
196,12573677,0,1323,0,4.43E-06,1.15E-02,014,2011-09-30
62,8256541,0,945,0,4.60E-06,1.11E-02,014,2011-09-30
128,4484485,0,522,0,5.67E-06,6.98E-03,014,2011-09-30
135,12580112,0,1366,0,4.51E-06,1.51E-02,014,2011-09-30
141,9988366,0,1085,0,1.06E-05,1.29E-02,014,2011-09-30
228,12579513,0,1377,0,9.24E-06,3.52E-02,014,2011-09-30
187,12577193,0,1388,0,1.65E-05,2.04E-02,014,2011-09-30
18,12579982,0,1402,0,9.69E-06,1.64E-02,014,2011-09-30
130,4384948,0,512,0,8.23E-06,7.34E-03,014,2011-09-30
207,7522410,0,785,0,1.31E-05,8.84E-03,014,2011-09-30
48,9969495,0,1086,0,1.09E-05,1.40E-02,014,2011-09-30
248,6038768,0,912,0,9.05E-06,1.31E-02,014,2011-09-30
201,4570071,0,853,0,1.50E-05,9.51E-03,014,2011-09-30
146,4917820,0,622,0,7.19E-06,8.51E-03,014,2011-09-30
155,4280581,0,1132,0,6.98E-06,1.35E-02,014,2011-09-30
14,5932263,0,736,0,6.36E-06,9.29E-03,014,2011-09-30
248,6695712,0,908,0,4.99E-06,1.23E-02,014,2011-09-30
248,6985072,0,1025,0,5.94E-06,1.37E-02,014,2011-09-30
187,8524398,0,1132,0,8.11E-06,1.51E-02,014,2011-09-30
50,4199400,0,606,0,1.12E-05,8.70E-03,014,2011-09-30
48,5779667,0,857,0,7.86E-06,1.07E-02,014,2011-09-30
163,10178125,0,1517,0,7.21E-06,1.88E-02,014,2011-09-30
248,6695712,0,908,0,5.21E-06,1.22E-02,014,2011-09-30
248,6984736,0,1026,0,4.72E-06,1.34E-02,014,2011-09-30
187,8524398,0,1133,0,5.14E-06,1.47E-02,014,2011-09-30
50,4199400,0,605,0,4.50E-06,7.55E-03,014,2011-09-30
48,11667332,0,1635,0,4.41E-06,1.74E-02,014,2011-09-30
248,6695712,0,907,0,4.55E-06,1.24E-02,014,2011-09-30
248,6984736,0,1025,0,4.79E-06,1.36E-02,014,2011-09-30
187,8524398,0,1133,0,4.60E-06,1.46E-02,014,2011-09-30
50,4199400,0,605,0,4.70E-06,7.57E-03,014,2011-09-30
48,4984046,0,655,0,4.25E-06,8.25E-03,014,2011-09-30
232,9133575,0,908,0,4.39E-06,1.19E-02,014,2011-09-30
240,11947142,0,1262,0,4.61E-06,1.62E-02,014,2011-09-30
246,11591411,0,1108,0,4.53E-06,1.47E-02,014,2011-09-30
46,12570479,0,1297,0,4.63E-06,1.47E-02,014,2011-09-30
79,7731584,0,793,0,5.15E-06,1.14E-02,014,2011-09-30
53,12573710,0,1255,0,8.93E-06,1.41E-02,014,2011-09-30
43,5329426,0,508,0,1.04E-05,7.22E-03,014,2011-09-30
207,7678432,0,799,0,4.22E-06,9.78E-03,014,2011-09-30
121,6157027,0,614,0,4.99E-06,1.10E-02,014,2011-09-30
226,11076139,0,1148,0,6.25E-06,1.88E-02,014,2011-09-30
25,12569775,0,1232,0,5.27E-06,1.70E-02,014,2011-09-30
205,12574042,0,1280,0,8.37E-06,1.21E-02,014,2011-09-30
53,12577625,0,1276,0,5.76E-06,1.51E-02,014,2011-09-30
66,12573025,0,1223,0,5.78E-06,1.60E-02,014,2011-09-30
86,12577494,0,1316,0,5.29E-06,1.62E-02,014,2011-09-30
174,5321635,0,578,0,5.09E-06,9.59E-03,014,2011-09-30
194,7034108,0,788,0,6.28E-06,8.41E-03,014,2011-09-30
211,12581219,0,1436,0,4.00E-06,1.35E-02,014,2011-09-30
213,12573006,0,1405,0,3.98E-06,1.29E-02,014,2011-09-30
134,12581963,0,1763,0,4.14E-06,1.86E-02,014,2011-09-30
195,6372144,0,1149,0,3.99E-06,1.23E-02,014,2011-09-30
15,12580557,0,1968,0,4.10E-06,2.11E-02,014,2011-09-30
79,12567190,0,2136,0,4.56E-06,2.45E-02,014,2011-09-30
252,10007221,0,1293,0,3.88E-06,1.70E-02,014,2011-09-30
160,8194868,0,938,0,4.04E-06,1.48E-02,014,2011-09-30
98,12582599,0,1414,0,3.86E-06,1.75E-02,014,2011-09-30
195,12573607,0,1490,0,3.89E-06,1.34E-02,014,2011-09-30
146,12580496,0,1450,0,4.45E-06,1.69E-02,014,2011-09-30
135,8179532,0,906,0,4.45E-06,1.14E-02,014,2011-09-30
73,7601430,0,939,0,4.17E-06,1.21E-02,014,2011-09-30
10,12138624,0,1351,0,4.03E-06,1.50E-02,014,2011-09-30
137,4203602,0,492,0,5.85E-06,7.32E-03,014,2011-09-30
247,6179232,0,751,0,4.02E-06,1.10E-02,014,2011-09-30
52,12579735,0,1435,0,4.28E-06,1.63E-02,014,2011-09-30
195,4606631,0,556,0,4.55E-06,6.16E-03,014,2011-09-30
109,10706755,0,1427,0,4.19E-06,1.88E-02,014,2011-09-30
145,4364896,0,867,0,4.23E-06,1.03E-02,014,2011-09-30
145,5515999,0,963,0,4.08E-06,1.10E-02,014,2011-09-30
59,6011813,0,795,0,3.81E-06,9.51E-03,014,2011-09-30
55,7171434,0,796,0,4.14E-06,9.52E-03,014,2011-09-30
153,12578364,0,1473,0,4.33E-06,1.57E-02,014,2011-09-30
136,4486652,0,523,0,4.09E-06,7.09E-03,014,2011-09-30
34,12577586,0,1581,0,3.82E-06,1.69E-02,014,2011-09-30
200,11972077,0,1347,0,3.94E-06,1.22E-02,014,2011-09-30
24,8853618,0,1013,0,4.44E-06,1.17E-02,014,2011-09-30
142,6071280,0,1152,0,4.04E-06,1.28E-02,014,2011-09-30
145,12571610,0,1611,0,4.35E-06,1.69E-02,014,2011-09-30
194,12579792,0,1417,0,4.28E-06,1.24E-02,014,2011-09-30
42,12580268,0,1246,0,3.84E-06,1.40E-02,014,2011-09-30
32,12574974,0,1464,0,3.88E-06,1.51E-02,014,2011-09-30
121,12570201,0,1385,0,3.81E-06,1.80E-02,014,2011-09-30
89,11985966,0,1354,0,3.83E-06,1.76E-02,014,2011-09-30
184,12577125,0,1414,0,4.65E-06,1.79E-02,014,2011-09-30
122,12567572,0,1363,0,4.41E-06,1.73E-02,014,2011-09-30
206,11180890,0,1347,0,4.18E-06,1.23E-02,014,2011-09-30
10,6920791,0,784,0,4.32E-06,9.93E-03,014,2011-09-30
55,12580472,0,1380,0,4.00E-06,1.53E-02,014,2011-09-30
160,7080423,0,787,0,4.04E-06,1.13E-02,014,2011-09-30
34,10183868,0,1154,0,4.85E-06,1.30E-02,014,2011-09-30
252,9851487,0,1067,0,3.93E-06,1.45E-02,014,2011-09-30
246,6430391,0,718,0,3.95E-06,9.95E-03,014,2011-09-30
63,10561026,0,1159,0,4.08E-06,1.86E-02,014,2011-09-30
137,4203602,0,492,0,4.70E-06,7.53E-03,014,2011-09-30
247,6179232,0,751,0,3.89E-06,1.04E-02,014,2011-09-30
52,11420422,0,1247,0,4.20E-06,1.47E-02,014,2011-09-30
153,11464098,0,1230,0,6.27E-06,1.61E-02,014,2011-09-30
34,12575798,0,1392,0,1.01E-05,1.83E-02,014,2011-09-30
252,8290658,0,936,0,6.52E-06,1.43E-02,014,2011-09-30
59,8448201,0,963,0,1.42E-05,1.34E-02,014,2011-09-30
160,7774574,0,828,0,1.19E-05,1.34E-02,014,2011-09-30
41,12579487,0,1433,0,1.12E-05,1.81E-02,014,2011-09-30
101,6605265,0,739,0,8.80E-06,1.16E-02,014,2011-09-30
145,11579562,0,1306,0,1.19E-05,1.73E-02,014,2011-09-30
160,12580457,0,1405,0,5.13E-06,1.77E-02,014,2011-09-30
239,8466888,0,913,0,4.34E-06,1.26E-02,014,2011-09-30
219,7136223,0,789,0,4.76E-06,8.59E-03,014,2011-09-30
24,12582600,0,1388,0,4.31E-06,1.57E-02,014,2011-09-30
43,5229238,0,572,0,5.61E-06,7.95E-03,014,2011-09-30
115,12581853,0,1491,0,4.15E-06,1.88E-02,014,2011-09-30
220,9950268,0,1148,0,4.08E-06,1.15E-02,014,2011-09-30
135,8866295,0,1067,0,4.42E-06,1.19E-02,014,2011-09-30
41,12582078,0,1433,0,4.93E-06,1.51E-02,014,2011-09-30
111,12581949,0,1427,0,4.21E-06,1.86E-02,014,2011-09-30
55,12572385,0,1510,0,3.99E-06,1.56E-02,014,2011-09-30
148,12567518,0,1440,0,4.39E-06,1.53E-02,014,2011-09-30
37,10162092,0,1204,0,4.69E-06,1.29E-02,014,2011-09-30
226,6499982,0,664,0,4.41E-06,9.79E-03,014,2011-09-30
11,7010528,0,706,0,4.25E-06,8.54E-03,014,2011-09-30
212,12581356,0,1306,0,4.33E-06,1.33E-02,014,2011-09-30
14,11656840,0,1073,0,4.86E-06,1.13E-02,014,2011-09-30
91,12581462,0,1323,0,4.57E-06,1.69E-02,014,2011-09-30
222,9761773,0,988,0,4.82E-06,1.03E-02,014,2011-09-30
133,11157022,0,1131,0,4.49E-06,1.21E-02,014,2011-09-30
108,6151882,0,631,0,4.63E-06,9.19E-03,014,2011-09-30
130,12573047,0,1259,0,4.21E-06,1.32E-02,014,2011-09-30
148,8031117,0,828,0,4.37E-06,9.74E-03,014,2011-09-30
142,10765013,0,1091,0,4.20E-06,1.16E-02,014,2011-09-30
81,12569025,0,1328,0,4.77E-06,1.71E-02,014,2011-09-30
78,5632229,0,555,0,5.47E-06,8.37E-03,014,2011-09-30
91,12575277,0,1324,0,4.11E-06,1.60E-02,014,2011-09-30
201,12576566,0,1191,0,4.37E-06,1.23E-02,014,2011-09-30
78,5408836,0,551,0,4.30E-06,7.79E-03,014,2011-09-30
122,12574846,0,1411,0,4.40E-06,1.82E-02,014,2011-09-30
211,12573603,0,1389,0,4.39E-06,1.32E-02,014,2011-09-30
81,6315629,0,673,0,4.09E-06,9.46E-03,014,2011-09-30
10,12310099,0,1306,0,3.79E-06,1.48E-02,014,2011-09-30
238,12578625,0,1409,0,4.62E-06,1.80E-02,014,2011-09-30
177,5976500,0,635,0,4.21E-06,1.02E-02,014,2011-09-30
214,6728002,0,818,0,3.70E-06,9.95E-03,014,2011-09-30
209,6049303,0,924,0,3.86E-06,8.94E-03,014,2011-09-30
145,4934358,0,759,0,3.80E-06,9.83E-03,014,2011-09-30
152,4619483,0,638,0,4.71E-06,8.02E-03,014,2011-09-30
0,9056498,0,1113,0,3.63E-06,1.29E-02,014,2011-09-30
7,12101824,0,1331,0,4.07E-06,1.44E-02,014,2011-09-30
7,12576379,0,2233,0,4.97E-06,2.26E-02,014,2011-09-30
29,12573334,0,1724,0,4.40E-06,1.79E-02,014,2011-09-30
65,12580094,0,1560,0,4.14E-06,1.91E-02,014,2011-09-30
196,12577038,0,1435,0,3.82E-06,1.30E-02,014,2011-09-30
235,12576996,0,1361,0,3.96E-06,1.71E-02,014,2011-09-30
239,10625446,0,1177,0,4.05E-06,1.53E-02,014,2011-09-30
45,11345710,0,1282,0,8.04E-06,1.54E-02,014,2011-09-30
178,10549198,0,1162,0,4.47E-06,1.47E-02,014,2011-09-30
27,12576105,0,1427,0,4.55E-06,1.57E-02,014,2011-09-30
47,7020852,0,819,0,4.35E-06,1.05E-02,014,2011-09-30
210,12573581,0,1363,0,4.71E-06,1.42E-02,014,2011-09-30
165,12579686,0,1304,0,4.61E-06,1.59E-02,014,2011-09-30
89,12577557,0,1317,0,4.34E-06,1.74E-02,014,2011-09-30
168,6527432,0,689,0,4.25E-06,9.97E-03,014,2011-09-30
240,12573365,0,1283,0,4.89E-06,1.66E-02,014,2011-09-30
64,12571079,0,1295,0,7.05E-06,1.65E-02,014,2011-09-30
110,8970531,0,952,0,9.85E-06,2.47E-02,014,2011-09-30
221,11266937,0,1290,0,6.84E-06,1.33E-02,014,2011-09-30
132,4828997,0,569,0,5.74E-06,8.09E-03,014,2011-09-30
246,12571187,0,1459,0,4.43E-06,1.82E-02,014,2011-09-30
230,7309925,0,977,0,5.18E-06,1.40E-02,014,2011-09-30
185,4444588,0,908,0,4.55E-06,1.26E-02,014,2011-09-30
133,12579579,0,2001,0,9.00E-06,2.14E-02,014,2011-09-30
149,5716595,0,596,0,8.33E-06,7.60E-03,014,2011-09-30
227,5467108,0,564,0,4.93E-06,2.84E-02,014,2011-09-30
11,12566848,0,1359,0,5.08E-06,1.50E-02,014,2011-09-30
191,12582695,0,1476,0,4.80E-06,1.96E-02,014,2011-09-30
39,4774273,0,546,0,6.68E-06,7.48E-03,014,2011-09-30
19,7287496,0,832,0,6.82E-06,1.12E-02,014,2011-09-30
83,12575940,0,1544,0,8.71E-06,3.33E-02,014,2011-09-30
200,11858372,0,1363,0,7.93E-06,1.36E-02,014,2011-09-30
56,12578784,0,1466,0,5.59E-06,1.73E-02,014,2011-09-30
66,6720582,0,743,0,4.70E-06,1.07E-02,014,2011-09-30
56,12579997,0,1877,0,5.06E-06,2.13E-02,014,2011-09-30
16,12572984,0,1584,0,4.82E-06,1.68E-02,014,2011-09-30
72,5050896,0,602,0,4.85E-06,9.71E-03,014,2011-09-30
164,7090938,0,802,0,7.08E-06,1.23E-02,014,2011-09-30
91,12573418,0,1418,0,7.69E-06,2.05E-02,014,2011-09-30
192,10546262,0,1202,0,4.87E-06,1.18E-02,014,2011-09-30
82,12577111,0,1365,0,4.72E-06,1.88E-02,014,2011-09-30
253,5629833,0,613,0,5.58E-06,9.39E-03,014,2011-09-30
197,4431675,0,511,0,4.46E-06,6.04E-03,014,2011-09-30
215,5758882,0,684,0,4.31E-06,7.70E-03,014,2011-09-30
145,4408523,0,502,0,4.33E-06,7.74E-03,014,2011-09-30
196,9408220,0,993,0,4.06E-06,9.82E-03,014,2011-09-30
45,12581893,0,1347,0,4.38E-06,1.60E-02,014,2011-09-30
157,12582792,0,1427,0,4.92E-06,1.53E-02,014,2011-09-30
121,11162849,0,1261,0,5.04E-06,1.67E-02,014,2011-09-30
210,12573581,0,1363,0,5.16E-06,1.72E-02,014,2011-09-30
165,12579686,0,1304,0,4.65E-06,2.84E-02,014,2011-09-30
89,12573917,0,1292,0,6.76E-06,1.67E-02,014,2011-09-30
173,8353475,0,861,0,1.42E-05,1.19E-02,014,2011-09-30
227,6957445,0,716,0,5.03E-06,1.04E-02,014,2011-09-30
19,10937216,0,1200,0,8.71E-06,1.42E-02,014,2011-09-30
63,4405581,0,505,0,6.01E-06,7.27E-03,014,2011-09-30
81,12578068,0,1374,0,4.02E-06,1.74E-02,014,2011-09-30
120,12581441,0,1381,0,4.62E-06,1.81E-02,014,2011-09-30
231,12580473,0,1390,0,5.06E-06,1.79E-02,014,2011-09-30
177,12575528,0,1394,0,4.94E-06,1.70E-02,014,2011-09-30
119,10366262,0,1100,0,4.63E-06,1.42E-02,014,2011-09-30
240,12573365,0,1283,0,4.99E-06,1.65E-02,014,2011-09-30
64,12571079,0,1295,0,8.21E-06,1.75E-02,014,2011-09-30
110,12575147,0,1392,0,6.13E-06,1.87E-02,014,2011-09-30
115,12579139,0,1309,0,5.61E-06,1.71E-02,014,2011-09-30
244,11761962,0,1285,0,4.59E-06,1.68E-02,014,2011-09-30
35,4679921,0,516,0,5.64E-06,6.78E-03,014,2011-09-30
83,12577999,0,1359,0,4.22E-06,1.68E-02,014,2011-09-30
108,12576414,0,1357,0,4.83E-06,1.77E-02,014,2011-09-30
109,12578335,0,1366,0,6.75E-06,1.80E-02,014,2011-09-30
233,7007261,0,806,0,4.90E-06,1.11E-02,014,2011-09-30
173,5584815,0,628,0,4.82E-06,9.49E-03,014,2011-09-30
57,5096047,0,570,0,4.64E-06,8.28E-03,014,2011-09-30
91,12581066,0,1390,0,6.01E-06,1.88E-02,014,2011-09-30
100,8412693,0,954,0,6.40E-06,1.31E-02,014,2011-09-30
188,7991754,0,857,0,5.03E-06,1.17E-02,014,2011-09-30
64,9100936,0,1119,0,6.09E-06,1.49E-02,014,2011-09-30
145,9204200,0,1112,0,7.09E-06,1.31E-02,014,2011-09-30
122,4989679,0,595,0,7.32E-06,8.91E-03,014,2011-09-30
164,7091418,0,803,0,4.61E-06,1.12E-02,014,2011-09-30
91,12573898,0,1412,0,4.43E-06,3.21E-02,014,2011-09-30
192,12578559,0,1428,0,5.24E-06,3.21E-02,014,2011-09-30
63,10869542,0,1198,0,5.02E-06,1.38E-02,014,2011-09-30
194,12573718,0,1420,0,9.85E-06,1.40E-02,014,2011-09-30
69,4572493,0,514,0,5.21E-06,1.43E-02,014,2011-09-30
222,5709664,0,657,0,3.84E-06,7.90E-03,014,2011-09-30
202,12578038,0,1357,0,8.01E-06,1.32E-02,014,2011-09-30
45,12580746,0,1481,0,4.66E-06,1.67E-02,014,2011-09-30
133,10239343,0,1140,0,5.09E-06,1.41E-02,014,2011-09-30
52,6103363,0,714,0,4.61E-06,1.01E-02,014,2011-09-30
57,8535056,0,1017,0,4.62E-06,1.27E-02,014,2011-09-30
91,12578711,0,1449,0,5.43E-06,1.80E-02,014,2011-09-30
120,7326474,0,825,0,4.51E-06,1.20E-02,014,2011-09-30
163,9169761,0,1043,0,4.47E-06,1.39E-02,014,2011-09-30
224,12467851,0,1383,0,4.22E-06,1.77E-02,014,2011-09-30
188,8014053,0,874,0,5.76E-06,1.14E-02,014,2011-09-30
64,12582517,0,1489,0,4.82E-06,1.82E-02,014,2011-09-30
27,7294986,0,832,0,4.77E-06,1.13E-02,014,2011-09-30
164,8910657,0,1018,0,5.57E-06,1.35E-02,014,2011-09-30
91,12577379,0,1449,0,6.79E-06,1.86E-02,014,2011-09-30
41,12572536,0,1391,0,4.89E-06,1.61E-02,014,2011-09-30
102,9955207,0,1109,0,6.06E-06,1.55E-02,014,2011-09-30
167,12577016,0,1445,0,5.42E-06,1.87E-02,014,2011-09-30
17,12579351,0,1492,0,8.64E-06,1.90E-02,014,2011-09-30
222,12580813,0,1386,0,1.37E-05,1.70E-02,014,2011-09-30
240,12571767,0,1342,0,5.32E-06,1.72E-02,014,2011-09-30
168,9418794,0,1060,0,5.42E-06,1.44E-02,014,2011-09-30
51,12579742,0,1471,0,4.04E-06,1.61E-02,014,2011-09-30
22,5583866,0,647,0,4.20E-06,9.35E-03,014,2011-09-30
135,8707464,0,939,0,4.03E-06,1.35E-02,014,2011-09-30
72,12573709,0,1457,0,4.41E-06,1.71E-02,014,2011-09-30
248,5411944,0,646,0,4.40E-06,1.03E-02,014,2011-09-30
210,8970699,0,1022,0,5.00E-06,1.18E-02,014,2011-09-30
110,12571751,0,1346,0,4.64E-06,1.86E-02,014,2011-09-30
120,5768190,0,616,0,4.28E-06,8.79E-03,014,2011-09-30
233,12579183,0,1444,0,4.00E-06,1.97E-02,014,2011-09-30
126,5799028,0,652,0,3.91E-06,9.35E-03,014,2011-09-30
111,12582488,0,1411,0,3.91E-06,1.81E-02,014,2011-09-30
178,9525515,0,1155,0,3.81E-06,1.44E-02,014,2011-09-30
135,8010251,0,936,0,3.66E-06,1.13E-02,014,2011-09-30
228,12579513,0,1377,0,3.75E-06,3.16E-02,014,2011-09-30
187,11561078,0,1208,0,4.79E-06,1.54E-02,014,2011-09-30
32,6758691,0,717,0,3.95E-06,9.53E-03,014,2011-09-30
25,4203910,0,512,0,4.85E-06,8.04E-03,014,2011-09-30
241,10340905,0,1302,0,3.97E-06,1.72E-02,014,2011-09-30
248,6622857,0,721,0,3.95E-06,1.07E-02,014,2011-09-30
50,12581408,0,1400,0,4.02E-06,1.48E-02,014,2011-09-30
135,5215175,0,534,0,4.04E-06,7.40E-03,014,2011-09-30
48,12577276,0,1321,0,3.72E-06,1.46E-02,014,2011-09-30
18,12569990,0,1263,0,3.79E-06,1.42E-02,014,2011-09-30
5,10866658,0,1252,0,4.40E-06,1.41E-02,014,2011-09-30
153,12582596,0,1390,0,3.94E-06,1.46E-02,014,2011-09-30
97,11181003,0,1260,0,4.06E-06,1.64E-02,014,2011-09-30
184,12577125,0,1414,0,4.50E-06,1.88E-02,014,2011-09-30
122,12567572,0,1363,0,3.75E-06,1.73E-02,014,2011-09-30
206,11180890,0,1347,0,3.71E-06,1.21E-02,014,2011-09-30
10,6920791,0,784,0,3.85E-06,1.03E-02,014,2011-09-30
55,12580472,0,1380,0,3.70E-06,1.52E-02,014,2011-09-30
160,7080423,0,787,0,7.72E-06,1.24E-02,014,2011-09-30
34,10183868,0,1154,0,6.63E-06,1.30E-02,014,2011-09-30
252,9341972,0,1001,0,6.96E-06,2.61E-02,014,2011-09-30
115,10192222,0,1104,0,1.10E-05,1.46E-02,014,2011-09-30
246,6430391,0,718,0,5.20E-06,9.94E-03,014,2011-09-30
63,10561026,0,1159,0,4.33E-06,1.26E-02,014,2011-09-30
137,4203602,0,492,0,5.44E-06,7.05E-03,014,2011-09-30
247,6179232,0,751,0,4.38E-06,1.02E-02,014,2011-09-30
52,11420422,0,1247,0,4.15E-06,1.30E-02,014,2011-09-30
153,11464098,0,1230,0,4.51E-06,1.29E-02,014,2011-09-30
34,12575798,0,1392,0,4.07E-06,1.45E-02,014,2011-09-30
252,8290658,0,936,0,4.57E-06,1.27E-02,014,2011-09-30
59,8448201,0,963,0,4.54E-06,1.07E-02,014,2011-09-30
160,7774574,0,828,0,4.27E-06,1.12E-02,014,2011-09-30
41,12579487,0,1433,0,4.16E-06,1.48E-02,014,2011-09-30
101,6605265,0,739,0,4.65E-06,1.04E-02,014,2011-09-30
