run_name,duration,min_region_bytes,max_region_bytes,mean_region_bytes,std_region_bytes,overall_dedup,mean_domain_phys,std_domain_phys,min_domain_phys,max_domain_phys,mean_domain_logical,std_domain_logical,min_domain_logical,max_domain_logical,mean_pod_phys,std_pod_phys,min_pod_phys,max_pod_phys,mean_pod_logical,std_pod_logical,min_pod_logical,max_pod_logical,pod1 dedup,pod2 dedup,pod3 dedup,pod4 dedup,pod5 dedup,pod6 dedup,pod7 dedup,pod8 dedup
ex3-run172,3.65327350298564,1764555,12582884,9456177.87691628,2926122.83562131,7.9,63154495.6796875,18572095.8985576,16259261,103744812,501177427.476563,214074884.378842,129624071,1076664325,1010471930.875,34919269.9964151,946186887,1046938871,8018838839.625,313073598.831255,7562486627,8406819688,8.1,7.9,8.1,8,7.8,7.4,8.2,8.1
ex3-run173,3.86621334155401,312987,6291433,5360186.39012366,1318050.01634956,7.5,33455949.015625,10181472.9074255,8594350,72587645,250588713.738281,111583780.852161,46003508,565282012,1070590368.5,39984725.0588269,1028311781,1147995775,8018838839.625,246873042.908512,7789621539,8513386166,7,7.7,7.4,7.6,7.3,7.6,7.8,7.4
ex3-run174,3.64570480982463,1764555,12582884,9456177.87691628,2926122.83562131,7.7,32759374.2134387,13196716.1768484,3410185,74272489,253560121.411067,133564684.806884,22460077,673052803,1036015209.5,53991486.7443701,976649633,1106770376,8018838839.625,211148700.275082,7646430404,8251340619,7.3,8,8.3,7.5,8.1,7.5,8,7.4
ex3-run175,3.88078527053197,312987,6291433,5360186.39012366,1318050.01634956,7.4,9249727.82422294,6065166.45233799,240274,50051171,68757460.5755627,68570156.3143449,947166,406387208,1078749507.5,48684224.0170376,988686320,1147817203,8018838839.625,238316528.138028,7783210650,8564733821,7.2,7.6,7.1,7.2,7.7,8,7.5,7.4
ex3-run176,3.68393788337708,1764555,12582884,9456177.87691628,2926122.83562131,7.5,11609634.9877217,7556122.24528794,549168,66851144,87518022.8062756,97721141.5903945,3529110,526225317,1063732805.75,65451015.6579693,947470562,1151103654,8018838839.625,158339223.217046,7838822639,8338303679,8.3,7.4,7.4,7.1,7.9,7.4,8,7
ex3-run177,15.805629392465,195912,6291456,5627720.77299758,1231279.90426676,4.6,434197297.492188,31849960.6049013,367617860,521060779,2018373261.92187,809770227.078921,1332285735,4310247154,6947156759.875,42552598.6221807,6897475918,7020076134,32293972190.75,552554491.438009,31397546026,33227137356,4.6,4.6,4.7,4.7,4.5,4.6,4.7,4.7
ex3-run178,15.3561972777049,195912,12582912,10287161.6439436,2921848.13459077,4.8,424113727.304688,51989161.1370763,300778661,546536063,2018373261.92187,803334002.366283,1131629391,4212063897,6785819636.875,104314805.988795,6652782403,6982936827,32293972190.75,917910343.674673,30977768615,33388537985,4.8,4.8,4.8,4.9,4.8,4.7,4.7,4.6
ex3-run179,16.0053509314855,195912,6291456,5627720.77299758,1231279.90426676,4.6,218665926.898437,26924999.8517199,158161372,281814260,1009186630.96094,524786404.425632,542819615,2892142681,6997309660.75,105798131.694878,6843801423,7145371701,32293972190.75,459391146.189715,31596058124,33130747567,4.6,4.6,4.6,4.6,4.7,4.6,4.7,4.6
ex3-run180,15.6062441627185,195912,12582912,10287161.6439436,2921848.13459077,4.7,213864864.902344,40019216.4746556,119430137,318958048,1009186630.96094,544422214.510119,464857582,3035423893,6843675676.875,109383954.038266,6687488381,7031366464,32293972190.75,481697292.200551,31367053709,32713043861,4.7,4.7,4.7,4.8,4.7,4.7,4.7,4.9
ex3-run181,16.0535889705022,195912,6291456,5627720.77299758,1231279.90426676,4.6,55064670.7011719,15252831.1270839,12034011,105050944,252296657.740234,284264951.528838,55970008,2350917804,7048277849.75,100142157.010665,6865470135,7195331775,32293972190.75,419726718.742206,31802555476,32824531528,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.5
ex3-run182,15.3628600637118,195912,12582912,10287161.6439436,2921848.13459077,4.7,54055415.4052734,19698822.8408534,2863273,125675040,252296657.740234,285389572.949465,42015208,2261987675,6919093171.875,102537868.677507,6730235952,7017320088,32293972190.75,406519934.27668,31610394032,32673830657,4.7,4.7,4.9,4.6,4.7,4.6,4.6,4.6
