,,,,,,,,SIMULATOR_DOMAINS:1
,,,,,,,,,SIMULATOR_REGION_SIZE:4
,,,,,,,,,SIMULATOR_RUN_NAME:ex0-run1
,,,,,,,,,SIMULATOR_ROUTING:FIRST_FINGERPRINT_7
,,,,,,,,,SIMULATOR_REGION_ALGO:FIXED-SIZE
,,,,,,,,,SIMULATOR_TRACES_LISTS:fslhomes_2011-8kb-only_018,fslhomes_2012-8kb-only_018
,,,,,,,,,SIMULATOR_BACKEND_IPS:10.129.2.229
,,,,,,,,,SIMULATOR_MODE:RUN
,,,,,,,,,START_TIME:1637860767.5405798
,,,,,,,,,STOP_TIME:1637860979.346686
domain, region bytes, non-dupe bytes, region fp count, non-dupe fp count, route time, response time, user, hash date
0,4189849,0,428,0,4.11E-06,7.84E-03,018,2011-09-19
0,4180698,0,465,0,4.15E-06,7.65E-03,018,2011-09-19
0,4181837,0,449,0,4.77E-06,7.19E-03,018,2011-09-19
0,4181767,0,424,0,4.18E-06,6.78E-03,018,2011-09-19
0,4178875,0,466,0,4.07E-06,7.19E-03,018,2011-09-19
0,4190544,0,499,0,4.30E-06,7.54E-03,018,2011-09-19
0,4188559,0,478,0,4.22E-06,7.29E-03,018,2011-09-19
0,4182811,0,459,0,4.36E-06,7.29E-03,018,2011-09-19
0,4193039,0,409,0,4.10E-06,6.33E-03,018,2011-09-19
0,4188274,0,456,0,4.14E-06,6.83E-03,018,2011-09-19
0,4189796,0,455,0,4.36E-06,6.91E-03,018,2011-09-19
0,4183680,0,413,0,4.31E-06,6.53E-03,018,2011-09-19
0,4184757,0,484,0,4.28E-06,7.21E-03,018,2011-09-19
0,4193003,0,447,0,1.10E-05,6.90E-03,018,2011-09-19
0,4179575,0,454,0,4.40E-06,6.77E-03,018,2011-09-19
0,4188753,0,482,0,4.24E-06,7.24E-03,018,2011-09-19
0,4183489,0,455,0,4.25E-06,6.85E-03,018,2011-09-19
0,4182640,0,448,0,4.23E-06,6.90E-03,018,2011-09-19
0,4181753,0,454,0,4.65E-06,6.78E-03,018,2011-09-19
0,4181531,0,423,0,4.20E-06,6.43E-03,018,2011-09-19
0,4194297,0,971,0,4.26E-06,1.55E-02,018,2011-09-19
0,4193736,0,1247,0,4.33E-06,1.61E-02,018,2011-09-19
0,4192543,0,547,0,4.70E-06,8.64E-03,018,2011-09-19
0,4185658,0,405,0,4.54E-06,6.97E-03,018,2011-09-19
0,4188613,0,649,0,4.21E-06,9.58E-03,018,2011-09-19
0,4194054,0,977,0,5.28E-06,1.30E-02,018,2011-09-19
0,4185369,0,467,0,4.71E-06,7.21E-03,018,2011-09-19
0,4187633,0,673,0,4.50E-06,9.51E-03,018,2011-09-19
0,4188471,0,663,0,4.73E-06,9.62E-03,018,2011-09-19
0,4193919,0,672,0,4.48E-06,9.46E-03,018,2011-09-19
0,4179525,0,413,0,4.55E-06,6.88E-03,018,2011-09-19
0,4189495,0,390,0,4.32E-06,6.08E-03,018,2011-09-19
0,4187071,0,330,0,4.39E-06,5.41E-03,018,2011-09-19
0,4182456,0,274,0,4.00E-06,4.66E-03,018,2011-09-19
0,4184421,0,274,0,3.99E-06,4.72E-03,018,2011-09-19
0,4191497,0,347,0,4.08E-06,5.36E-03,018,2011-09-19
0,4184970,0,296,0,4.40E-06,4.87E-03,018,2011-09-19
0,4190536,0,441,0,4.11E-06,8.03E-03,018,2011-09-19
0,4185278,0,317,0,4.45E-06,5.23E-03,018,2011-09-19
0,4178053,0,328,0,4.01E-06,5.34E-03,018,2011-09-19
0,4179182,0,269,0,4.25E-06,4.85E-03,018,2011-09-19
0,4181946,0,308,0,3.75E-06,5.15E-03,018,2011-09-19
0,4188478,0,329,0,3.95E-06,5.23E-03,018,2011-09-19
0,4189909,0,346,0,4.05E-06,1.54E-02,018,2011-09-19
0,4185781,0,460,0,4.28E-06,6.73E-03,018,2011-09-19
0,4182810,0,300,0,4.03E-06,5.00E-03,018,2011-09-19
0,4189208,0,277,0,3.99E-06,4.63E-03,018,2011-09-19
0,4191930,0,273,0,3.99E-06,4.60E-03,018,2011-09-19
0,4189793,0,348,0,4.07E-06,5.77E-03,018,2011-09-19
0,4186758,0,312,0,3.99E-06,5.17E-03,018,2011-09-19
0,4179170,0,269,0,4.00E-06,4.70E-03,018,2011-09-19
0,4185721,0,277,0,3.81E-06,4.86E-03,018,2011-09-19
0,4181220,0,309,0,3.97E-06,4.98E-03,018,2011-09-19
0,4184396,0,273,0,4.01E-06,5.01E-03,018,2011-09-19
0,3623742,0,380,0,3.89E-06,5.94E-03,018,2011-09-19
0,4187875,196516,562,36,6.69E-06,1.11E-02,018,2011-09-20
0,4193910,199754,423,28,4.29E-06,8.09E-03,018,2011-09-20
0,4190959,73608,417,6,3.87E-06,7.58E-03,018,2011-09-20
0,4193563,0,512,0,4.20E-06,7.55E-03,018,2011-09-20
0,4181284,0,492,0,4.13E-06,7.17E-03,018,2011-09-20
0,4185207,2033517,433,254,5.11E-06,1.45E-02,018,2011-09-20
0,4185451,2093107,438,266,3.91E-06,1.52E-02,018,2011-09-20
0,4186818,1762793,443,211,4.16E-06,1.35E-02,018,2011-09-20
0,4181401,1924036,437,247,4.12E-06,1.50E-02,018,2011-09-20
0,4187778,2005035,464,251,7.83E-06,1.50E-02,018,2011-09-20
0,4184870,2068116,451,268,4.26E-06,1.54E-02,018,2011-09-20
0,4193496,1678600,471,214,4.05E-06,1.42E-02,018,2011-09-20
0,4185575,1714061,442,198,4.19E-06,1.31E-02,018,2011-09-20
0,4184999,861880,504,104,4.24E-06,1.09E-02,018,2011-09-20
0,4193407,0,535,0,5.22E-06,7.74E-03,018,2011-09-20
0,4189096,0,488,0,4.51E-06,7.18E-03,018,2011-09-20
0,4180557,0,444,0,4.37E-06,6.48E-03,018,2011-09-20
0,4191812,0,465,0,4.36E-06,8.77E-03,018,2011-09-20
0,4186069,0,488,0,5.80E-06,7.77E-03,018,2011-09-20
0,4182294,0,456,0,4.43E-06,7.06E-03,018,2011-09-20
0,4188025,0,488,0,4.18E-06,7.60E-03,018,2011-09-20
0,4193224,0,445,0,4.76E-06,2.94E-02,018,2011-09-20
0,4184374,0,527,0,4.26E-06,8.09E-03,018,2011-09-20
0,4191957,0,499,0,4.56E-06,7.50E-03,018,2011-09-20
0,4193613,0,491,0,4.27E-06,7.14E-03,018,2011-09-20
0,4193337,0,462,0,4.58E-06,7.08E-03,018,2011-09-20
0,4192176,0,515,0,5.11E-06,7.51E-03,018,2011-09-20
0,4194143,0,479,0,4.13E-06,6.93E-03,018,2011-09-20
0,4192647,0,464,0,4.95E-06,7.13E-03,018,2011-09-20
0,4193302,0,472,0,4.12E-06,7.03E-03,018,2011-09-20
0,4192848,0,512,0,4.32E-06,7.61E-03,018,2011-09-20
0,4185519,0,475,0,5.32E-06,7.54E-03,018,2011-09-20
0,4180542,0,461,0,4.16E-06,7.04E-03,018,2011-09-20
0,4183199,0,393,0,4.09E-06,5.97E-03,018,2011-09-20
0,4189951,0,440,0,4.18E-06,6.52E-03,018,2011-09-20
0,4190259,0,527,0,4.35E-06,7.56E-03,018,2011-09-20
0,4184774,0,461,0,4.26E-06,6.89E-03,018,2011-09-20
0,4184277,0,488,0,4.25E-06,9.06E-03,018,2011-09-20
0,4191349,0,645,0,4.52E-06,8.97E-03,018,2011-09-20
0,4193787,0,950,0,4.99E-06,1.24E-02,018,2011-09-20
0,4194234,149523,516,28,5.82E-06,8.78E-03,018,2011-09-20
0,4191553,1309317,478,178,6.17E-06,1.26E-02,018,2011-09-20
0,4179914,38810,493,9,4.79E-06,7.57E-03,018,2011-09-20
0,4194017,0,454,0,6.17E-06,6.96E-03,018,2011-09-20
0,4192219,0,466,0,4.44E-06,7.02E-03,018,2011-09-20
0,4180336,0,444,0,4.31E-06,7.00E-03,018,2011-09-20
0,4193627,0,316,0,6.96E-06,5.58E-03,018,2011-09-20
0,4186570,0,278,0,4.30E-06,5.03E-03,018,2011-09-20
0,4193113,0,265,0,3.97E-06,5.01E-03,018,2011-09-20
0,4192160,0,435,0,4.06E-06,6.81E-03,018,2011-09-20
0,4188506,0,401,0,4.26E-06,6.22E-03,018,2011-09-20
0,4181912,0,468,0,4.16E-06,6.89E-03,018,2011-09-20
0,4185632,0,439,0,4.26E-06,6.50E-03,018,2011-09-20
0,4182090,0,454,0,4.17E-06,6.86E-03,018,2011-09-20
0,4182688,0,446,0,4.07E-06,6.86E-03,018,2011-09-20
0,4190671,0,468,0,4.21E-06,7.00E-03,018,2011-09-20
0,4178525,0,422,0,4.32E-06,6.56E-03,018,2011-09-20
0,4192378,0,462,0,4.27E-06,6.90E-03,018,2011-09-20
0,4188721,0,436,0,4.65E-06,6.79E-03,018,2011-09-20
0,4189329,751,438,1,4.18E-06,6.74E-03,018,2011-09-20
0,4188036,0,499,0,4.00E-06,7.30E-03,018,2011-09-20
0,4180590,0,483,0,4.55E-06,6.94E-03,018,2011-09-20
0,4191214,0,487,0,4.23E-06,7.22E-03,018,2011-09-20
0,4187517,0,393,0,4.22E-06,6.04E-03,018,2011-09-20
0,4193924,0,451,0,4.08E-06,7.01E-03,018,2011-09-20
0,4191083,0,451,0,4.04E-06,7.44E-03,018,2011-09-20
0,4189258,0,471,0,4.06E-06,7.03E-03,018,2011-09-20
0,4187640,0,415,0,4.17E-06,6.31E-03,018,2011-09-20
0,4190288,0,471,0,4.16E-06,6.75E-03,018,2011-09-20
0,4193190,0,458,0,4.13E-06,7.25E-03,018,2011-09-20
0,4182116,0,449,0,4.18E-06,6.87E-03,018,2011-09-20
0,4182094,0,478,0,4.11E-06,7.69E-03,018,2011-09-20
0,4187180,0,448,0,5.44E-06,7.43E-03,018,2011-09-20
0,4182614,0,461,0,3.96E-06,7.24E-03,018,2011-09-20
0,4189686,0,445,0,4.18E-06,7.12E-03,018,2011-09-20
0,4192948,0,433,0,4.25E-06,6.89E-03,018,2011-09-20
0,4188298,0,1096,0,4.56E-06,1.48E-02,018,2011-09-20
0,4183419,0,1144,0,6.47E-06,1.51E-02,018,2011-09-20
0,4189582,0,481,0,4.89E-06,8.26E-03,018,2011-09-20
0,4190537,0,489,0,4.30E-06,7.37E-03,018,2011-09-20
0,4189563,0,822,0,4.51E-06,1.08E-02,018,2011-09-20
0,4194114,0,730,0,4.68E-06,1.08E-02,018,2011-09-20
0,4192927,0,567,0,4.85E-06,8.94E-03,018,2011-09-20
0,4190577,0,736,0,4.58E-06,1.37E-02,018,2011-09-20
0,4180224,0,756,0,5.00E-06,1.09E-02,018,2011-09-20
0,4191179,0,526,0,4.63E-06,8.03E-03,018,2011-09-20
0,4191848,0,306,0,4.56E-06,5.57E-03,018,2011-09-20
0,4192422,0,364,0,6.94E-06,7.06E-03,018,2011-09-20
0,4179959,0,324,0,8.91E-06,6.10E-03,018,2011-09-20
0,4190319,0,276,0,7.02E-06,5.21E-03,018,2011-09-20
0,4186404,0,287,0,4.09E-06,5.32E-03,018,2011-09-20
0,4189570,0,362,0,4.12E-06,6.52E-03,018,2011-09-20
0,4178693,0,322,0,4.35E-06,5.38E-03,018,2011-09-20
0,4193660,0,389,0,4.62E-06,6.22E-03,018,2011-09-20
0,4194038,0,340,0,4.36E-06,5.62E-03,018,2011-09-20
0,4182727,0,307,0,4.32E-06,5.23E-03,018,2011-09-20
0,4177927,0,269,0,1.24E-05,4.72E-03,018,2011-09-20
0,4183744,0,337,0,4.22E-06,5.55E-03,018,2011-09-20
0,4179256,0,344,0,5.73E-06,5.57E-03,018,2011-09-20
0,4184828,0,300,0,4.84E-06,4.98E-03,018,2011-09-20
0,4186068,0,458,0,4.05E-06,7.12E-03,018,2011-09-20
0,4178841,0,304,0,4.50E-06,5.32E-03,018,2011-09-20
0,4180941,0,272,0,4.24E-06,4.80E-03,018,2011-09-20
0,4187277,0,314,0,3.92E-06,5.50E-03,018,2011-09-20
0,4179135,0,336,0,4.04E-06,5.61E-03,018,2011-09-20
0,4182440,0,282,0,4.00E-06,5.05E-03,018,2011-09-20
0,4181076,0,275,0,4.13E-06,4.83E-03,018,2011-09-20
0,4183223,0,292,0,3.85E-06,5.46E-03,018,2011-09-20
0,4180373,0,290,0,4.10E-06,4.96E-03,018,2011-09-20
0,4189580,0,271,0,3.84E-06,4.65E-03,018,2011-09-20
0,2384078,25815,303,6,4.02E-06,6.18E-03,018,2011-09-20
0,4191715,266640,564,44,8.72E-06,1.14E-02,018,2011-09-21
0,4194288,939324,444,123,4.51E-06,1.11E-02,018,2011-09-21
0,4186215,743577,369,89,1.00E-05,1.06E-02,018,2011-09-21
0,4191406,1492076,365,179,4.17E-06,1.28E-02,018,2011-09-21
0,4193512,323573,487,38,4.17E-06,1.22E-02,018,2011-09-21
0,4193226,0,503,0,4.36E-06,7.81E-03,018,2011-09-21
0,4191982,1070265,518,162,4.39E-06,1.20E-02,018,2011-09-21
0,4191149,2829249,516,414,4.47E-06,1.93E-02,018,2011-09-21
0,4181422,2457071,462,329,4.17E-06,1.63E-02,018,2011-09-21
0,4191744,2064626,433,250,4.27E-06,1.53E-02,018,2011-09-21
0,4192803,1646698,460,209,6.84E-06,1.43E-02,018,2011-09-21
0,4189355,1972025,440,261,4.14E-06,1.63E-02,018,2011-09-21
0,4190074,1756512,453,214,4.20E-06,1.42E-02,018,2011-09-21
0,4191798,2000156,463,272,3.94E-06,1.56E-02,018,2011-09-21
0,4186395,1512982,473,191,4.16E-06,1.32E-02,018,2011-09-21
0,4181043,1183954,446,140,4.06E-06,1.14E-02,018,2011-09-21
0,4192886,514552,497,62,4.38E-06,9.45E-03,018,2011-09-21
0,4192741,0,540,0,5.38E-06,9.37E-03,018,2011-09-21
0,4191726,0,489,0,5.72E-06,7.16E-03,018,2011-09-21
0,4183147,0,450,0,7.68E-06,7.31E-03,018,2011-09-21
0,4182223,0,456,0,4.36E-06,6.74E-03,018,2011-09-21
0,4190545,0,492,0,4.16E-06,7.03E-03,018,2011-09-21
0,4193400,0,456,0,4.21E-06,6.69E-03,018,2011-09-21
0,4185027,0,488,0,4.17E-06,7.03E-03,018,2011-09-21
0,4185378,0,449,0,4.05E-06,6.60E-03,018,2011-09-21
0,4193661,0,526,0,4.39E-06,7.47E-03,018,2011-09-21
0,4194146,0,496,0,4.45E-06,7.02E-03,018,2011-09-21
0,4186799,0,492,0,4.04E-06,7.05E-03,018,2011-09-21
0,4190165,0,459,0,4.31E-06,6.81E-03,018,2011-09-21
0,4179982,0,513,0,4.18E-06,7.23E-03,018,2011-09-21
0,4188181,0,467,0,4.13E-06,6.48E-03,018,2011-09-21
0,4185608,0,477,0,4.37E-06,6.98E-03,018,2011-09-21
0,4190498,0,471,0,4.53E-06,6.72E-03,018,2011-09-21
0,4188350,0,511,0,4.24E-06,7.66E-03,018,2011-09-21
0,4188486,0,479,0,4.27E-06,7.58E-03,018,2011-09-21
0,4188889,0,466,0,4.23E-06,7.77E-03,018,2011-09-21
0,4190596,0,384,0,4.18E-06,6.10E-03,018,2011-09-21
0,4193533,0,440,0,4.13E-06,6.70E-03,018,2011-09-21
0,4189991,0,535,0,4.18E-06,8.29E-03,018,2011-09-21
0,4193615,0,460,0,4.44E-06,7.14E-03,018,2011-09-21
0,4179167,0,486,0,4.27E-06,7.33E-03,018,2011-09-21
0,4190580,0,620,0,4.23E-06,8.66E-03,018,2011-09-21
0,4188102,0,976,0,4.50E-06,1.22E-02,018,2011-09-21
0,4193910,0,516,0,4.70E-06,8.30E-03,018,2011-09-21
0,4191727,0,474,0,4.41E-06,7.07E-03,018,2011-09-21
0,4194175,0,496,0,4.24E-06,7.25E-03,018,2011-09-21
0,4188250,0,454,0,4.42E-06,6.97E-03,018,2011-09-21
0,4190970,0,464,0,4.48E-06,7.00E-03,018,2011-09-21
0,4180725,0,450,0,4.71E-06,6.72E-03,018,2011-09-21
0,4191728,0,322,0,4.26E-06,6.61E-03,018,2011-09-21
0,4193322,0,279,0,7.53E-06,5.39E-03,018,2011-09-21
0,4183150,0,264,0,3.86E-06,5.01E-03,018,2011-09-21
0,4182688,0,419,0,4.00E-06,6.28E-03,018,2011-09-21
0,4193915,0,409,0,4.19E-06,6.23E-03,018,2011-09-21
0,4178247,0,469,0,4.25E-06,6.88E-03,018,2011-09-21
0,4193614,0,439,0,4.32E-06,6.72E-03,018,2011-09-21
0,4191898,0,450,0,4.58E-06,6.81E-03,018,2011-09-21
0,4192201,0,448,0,4.20E-06,6.86E-03,018,2011-09-21
0,4183687,0,466,0,4.28E-06,6.78E-03,018,2011-09-21
0,4189620,0,418,0,4.20E-06,6.11E-03,018,2011-09-21
0,4185949,0,467,0,4.07E-06,6.91E-03,018,2011-09-21
0,4179962,0,441,0,4.11E-06,6.81E-03,018,2011-09-21
0,4180593,0,430,0,4.17E-06,6.47E-03,018,2011-09-21
0,4192441,0,492,0,4.24E-06,7.25E-03,018,2011-09-21
0,4192739,0,490,0,4.45E-06,7.12E-03,018,2011-09-21
0,4178903,0,485,0,4.16E-06,7.02E-03,018,2011-09-21
0,4181431,0,408,0,4.27E-06,6.27E-03,018,2011-09-21
0,4188745,0,438,0,4.15E-06,6.67E-03,018,2011-09-21
0,4193723,0,455,0,4.20E-06,6.80E-03,018,2011-09-21
0,4190388,0,470,0,4.14E-06,7.11E-03,018,2011-09-21
0,4185053,0,412,0,4.17E-06,6.45E-03,018,2011-09-21
0,4187931,0,473,0,4.00E-06,7.50E-03,018,2011-09-21
0,4189171,0,456,0,4.21E-06,7.13E-03,018,2011-09-21
0,4194168,0,449,0,7.00E-06,7.12E-03,018,2011-09-21
0,4189557,0,483,0,4.14E-06,7.24E-03,018,2011-09-21
0,4182965,0,449,0,4.47E-06,6.68E-03,018,2011-09-21
0,4183039,0,460,0,4.20E-06,7.02E-03,018,2011-09-21
0,4192368,0,448,0,4.33E-06,6.67E-03,018,2011-09-21
0,4193229,0,421,0,4.48E-06,6.49E-03,018,2011-09-21
0,4185090,0,1019,0,7.38E-06,1.26E-02,018,2011-09-21
0,4187145,0,1231,0,4.93E-06,1.48E-02,018,2011-09-21
0,4184462,0,484,0,5.08E-06,6.97E-03,018,2011-09-21
0,4178797,0,476,0,4.58E-06,7.19E-03,018,2011-09-21
0,4191862,0,739,0,4.66E-06,9.82E-03,018,2011-09-21
0,4182276,0,822,0,4.93E-06,1.08E-02,018,2011-09-21
0,4188318,0,554,0,5.49E-06,7.94E-03,018,2011-09-21
0,4186049,0,683,0,4.78E-06,9.18E-03,018,2011-09-21
0,4192031,0,785,0,4.87E-06,1.22E-02,018,2011-09-21
0,4185350,0,570,0,4.90E-06,8.75E-03,018,2011-09-21
0,4191407,0,286,0,4.66E-06,5.30E-03,018,2011-09-21
0,4182292,0,381,0,4.37E-06,6.03E-03,018,2011-09-21
0,4191635,0,327,0,4.11E-06,5.31E-03,018,2011-09-21
0,4184205,0,275,0,4.10E-06,4.79E-03,018,2011-09-21
0,4184163,0,281,0,4.10E-06,4.79E-03,018,2011-09-21
0,4192261,0,368,0,5.12E-06,5.74E-03,018,2011-09-21
0,4193574,0,292,0,4.15E-06,4.96E-03,018,2011-09-21
0,4183338,0,420,0,4.06E-06,6.22E-03,018,2011-09-21
0,4181524,0,339,0,4.35E-06,5.98E-03,018,2011-09-21
0,4187587,0,306,0,4.13E-06,4.90E-03,018,2011-09-21
0,4179688,0,267,0,3.95E-06,4.56E-03,018,2011-09-21
0,4190675,0,331,0,3.93E-06,5.44E-03,018,2011-09-21
0,4181659,0,338,0,3.93E-06,1.03E-02,018,2011-09-21
0,4191252,0,316,0,4.05E-06,6.91E-03,018,2011-09-21
0,4192587,0,459,0,4.02E-06,7.31E-03,018,2011-09-21
0,4191436,0,304,0,4.38E-06,5.28E-03,018,2011-09-21
0,4189179,0,272,0,3.90E-06,4.69E-03,018,2011-09-21
0,4189204,0,307,0,4.02E-06,5.40E-03,018,2011-09-21
0,4183885,0,340,0,3.89E-06,5.88E-03,018,2011-09-21
0,4191929,0,287,0,4.46E-06,5.00E-03,018,2011-09-21
0,4183210,0,273,0,3.82E-06,5.06E-03,018,2011-09-21
0,4192284,0,291,0,4.33E-06,4.90E-03,018,2011-09-21
0,4181331,0,294,0,4.48E-06,5.24E-03,018,2011-09-21
0,4186912,0,270,0,4.10E-06,5.00E-03,018,2011-09-21
0,2584658,19222,317,3,4.00E-06,5.60E-03,018,2011-09-21
0,4182044,252393,579,43,8.54E-06,1.21E-02,018,2011-09-22
0,4191275,1602348,421,192,4.61E-06,1.38E-02,018,2011-09-22
0,4180141,1339931,518,194,4.36E-06,1.40E-02,018,2011-09-22
0,4193807,2259245,446,299,5.01E-06,1.64E-02,018,2011-09-22
0,4190501,2133424,450,269,4.06E-06,1.57E-02,018,2011-09-22
0,4189504,1575924,448,193,4.32E-06,1.35E-02,018,2011-09-22
0,4179453,1925234,452,253,4.07E-06,1.51E-02,018,2011-09-22
0,4187862,1845976,457,216,4.63E-06,1.73E-02,018,2011-09-22
0,4185985,1826397,450,234,4.14E-06,1.51E-02,018,2011-09-22
0,4184716,1408741,469,176,8.69E-06,1.31E-02,018,2011-09-22
0,4183724,1198310,440,137,6.07E-06,1.17E-02,018,2011-09-22
0,4183739,481348,486,51,7.96E-06,9.31E-03,018,2011-09-22
0,4186801,0,552,0,4.93E-06,8.19E-03,018,2011-09-22
0,4185195,0,484,0,5.57E-06,7.24E-03,018,2011-09-22
0,4178847,0,455,0,7.20E-06,7.54E-03,018,2011-09-22
0,4192726,0,457,0,4.62E-06,7.06E-03,018,2011-09-22
0,4194005,0,482,0,4.49E-06,7.23E-03,018,2011-09-22
0,4194084,0,465,0,4.16E-06,7.09E-03,018,2011-09-22
0,4193120,0,485,0,4.21E-06,7.20E-03,018,2011-09-22
0,4180746,0,453,0,4.34E-06,6.87E-03,018,2011-09-22
0,4179094,0,522,0,4.36E-06,7.70E-03,018,2011-09-22
0,4186580,0,492,0,4.29E-06,7.27E-03,018,2011-09-22
0,4188773,0,492,0,4.21E-06,7.31E-03,018,2011-09-22
0,4191203,0,461,0,4.20E-06,7.05E-03,018,2011-09-22
0,4192200,0,512,0,4.22E-06,7.31E-03,018,2011-09-22
0,4193220,0,470,0,4.32E-06,8.01E-03,018,2011-09-22
0,4189085,0,477,0,4.22E-06,7.85E-03,018,2011-09-22
0,4192498,0,475,0,4.16E-06,7.41E-03,018,2011-09-22
0,4192891,0,510,0,4.54E-06,7.97E-03,018,2011-09-22
0,4191132,0,474,0,3.93E-06,7.27E-03,018,2011-09-22
0,4190854,0,471,0,4.35E-06,7.14E-03,018,2011-09-22
0,4190076,0,387,0,4.59E-06,6.23E-03,018,2011-09-22
0,4193190,0,434,0,4.21E-06,6.78E-03,018,2011-09-22
0,4190930,0,543,0,3.99E-06,8.15E-03,018,2011-09-22
0,4189859,0,453,0,4.25E-06,6.95E-03,018,2011-09-22
0,4188666,0,487,0,4.32E-06,7.43E-03,018,2011-09-22
0,4187207,0,621,0,4.59E-06,8.75E-03,018,2011-09-22
0,4192284,0,980,0,4.40E-06,1.34E-02,018,2011-09-22
0,4192098,88300,494,22,4.88E-06,8.40E-03,018,2011-09-22
0,4187186,75987,354,18,4.38E-06,6.31E-03,018,2011-09-22
0,4182685,0,283,0,4.16E-06,4.84E-03,018,2011-09-22
0,4192763,196613,393,36,4.29E-06,7.27E-03,018,2011-09-22
0,4191473,0,457,0,4.43E-06,6.98E-03,018,2011-09-22
0,4190340,19540,499,8,4.15E-06,8.00E-03,018,2011-09-22
0,4187502,0,465,0,4.27E-06,7.26E-03,018,2011-09-22
0,4185201,0,454,0,4.00E-06,6.91E-03,018,2011-09-22
0,4190334,0,344,0,4.10E-06,5.65E-03,018,2011-09-22
0,4191298,0,283,0,4.00E-06,5.15E-03,018,2011-09-22
0,4183293,0,264,0,3.91E-06,4.76E-03,018,2011-09-22
0,4191087,0,394,0,3.85E-06,6.11E-03,018,2011-09-22
0,4180117,0,413,0,4.31E-06,6.39E-03,018,2011-09-22
0,4192902,0,459,0,4.14E-06,6.80E-03,018,2011-09-22
0,4188348,0,456,0,4.13E-06,7.84E-03,018,2011-09-22
0,4182540,0,427,0,4.27E-06,6.55E-03,018,2011-09-22
0,4191066,0,444,0,4.28E-06,6.83E-03,018,2011-09-22
0,4179917,0,482,0,4.23E-06,7.12E-03,018,2011-09-22
0,4192952,0,416,0,4.10E-06,6.55E-03,018,2011-09-22
0,4187479,0,474,0,6.85E-06,7.25E-03,018,2011-09-22
0,4185158,0,440,0,4.70E-06,6.81E-03,018,2011-09-22
0,4185798,0,433,0,4.40E-06,6.56E-03,018,2011-09-22
0,4190556,0,475,0,4.24E-06,7.57E-03,018,2011-09-22
0,4182368,0,488,0,4.51E-06,8.11E-03,018,2011-09-22
0,4188064,0,488,0,4.35E-06,8.41E-03,018,2011-09-22
0,4186052,0,432,0,4.32E-06,6.95E-03,018,2011-09-22
0,4192275,0,428,0,4.04E-06,6.67E-03,018,2011-09-22
0,4188620,0,452,0,4.02E-06,6.69E-03,018,2011-09-22
0,4187701,0,466,0,4.20E-06,6.88E-03,018,2011-09-22
0,4192210,0,420,0,4.65E-06,6.21E-03,018,2011-09-22
0,4192477,0,469,0,4.22E-06,6.65E-03,018,2011-09-22
0,4187115,0,451,0,4.08E-06,6.54E-03,018,2011-09-22
0,4190318,0,448,0,4.33E-06,7.13E-03,018,2011-09-22
0,4186659,0,484,0,4.19E-06,7.62E-03,018,2011-09-22
0,4187054,0,453,0,4.12E-06,6.70E-03,018,2011-09-22
0,4178836,0,458,0,4.17E-06,6.90E-03,018,2011-09-22
0,4192414,0,452,0,4.27E-06,6.93E-03,018,2011-09-22
0,4187265,0,425,0,4.13E-06,6.66E-03,018,2011-09-22
0,4182009,0,984,0,4.14E-06,1.36E-02,018,2011-09-22
0,4181731,0,1262,0,1.14E-05,1.74E-02,018,2011-09-22
0,4193395,0,497,0,4.69E-06,8.75E-03,018,2011-09-22
0,4184675,0,461,0,5.00E-06,7.81E-03,018,2011-09-22
0,4185333,36589,671,4,4.22E-06,1.08E-02,018,2011-09-22
0,4188455,0,903,0,4.50E-06,1.23E-02,018,2011-09-22
0,4180510,0,498,0,4.51E-06,7.41E-03,018,2011-09-22
0,4183715,0,645,0,4.22E-06,9.18E-03,018,2011-09-22
0,4193020,0,743,0,4.34E-06,1.02E-02,018,2011-09-22
0,4191692,0,672,0,5.25E-06,9.91E-03,018,2011-09-22
0,4192539,0,319,0,4.29E-06,5.30E-03,018,2011-09-22
0,4188050,0,391,0,3.91E-06,6.22E-03,018,2011-09-22
0,4192967,0,330,0,4.21E-06,5.51E-03,018,2011-09-22
0,4178005,0,273,0,3.83E-06,4.73E-03,018,2011-09-22
0,4191309,0,276,0,4.47E-06,4.72E-03,018,2011-09-22
0,4189082,0,364,0,4.10E-06,5.65E-03,018,2011-09-22
0,4188332,0,282,0,4.12E-06,4.76E-03,018,2011-09-22
0,4190355,0,438,0,4.40E-06,6.86E-03,018,2011-09-22
0,4192754,0,328,0,4.21E-06,5.58E-03,018,2011-09-22
0,4191227,0,317,0,3.90E-06,6.16E-03,018,2011-09-22
0,4179301,0,270,0,3.96E-06,6.43E-03,018,2011-09-22
0,4186004,0,318,0,3.91E-06,5.62E-03,018,2011-09-22
0,4183065,0,334,0,4.10E-06,5.50E-03,018,2011-09-22
0,4185118,0,333,0,3.96E-06,5.43E-03,018,2011-09-22
0,4181709,0,457,0,3.98E-06,6.95E-03,018,2011-09-22
0,4190066,0,301,0,4.12E-06,5.19E-03,018,2011-09-22
0,4189013,0,276,0,3.89E-06,4.86E-03,018,2011-09-22
0,4183362,0,291,0,3.82E-06,5.03E-03,018,2011-09-22
0,4190776,0,341,0,4.12E-06,5.50E-03,018,2011-09-22
0,4179775,0,301,0,3.90E-06,5.02E-03,018,2011-09-22
