,,,,,,,,SIMULATOR_DOMAINS:1
,,,,,,,,,SIMULATOR_REGION_SIZE:4
,,,,,,,,,SIMULATOR_RUN_NAME:ex0-run1
,,,,,,,,,SIMULATOR_ROUTING:FIRST_FINGERPRINT_7
,,,,,,,,,SIMULATOR_REGION_ALGO:FIXED-SIZE
,,,,,,,,,SIMULATOR_TRACES_LISTS:fslhomes_2011-8kb-only_018,fslhomes_2012-8kb-only_018
,,,,,,,,,SIMULATOR_BACKEND_IPS:10.129.2.229
,,,,,,,,,SIMULATOR_MODE:RUN
,,,,,,,,,START_TIME:1637860767.5405798
,,,,,,,,,STOP_TIME:1637860979.346686
domain, region bytes, non-dupe bytes, region fp count, non-dupe fp count, route time, response time, user, hash date
0,4193064,0,455,0,3.94E-06,6.56E-03,018,2011-11-06
0,4192204,0,496,0,5.72E-06,7.92E-03,018,2011-11-06
0,4186043,0,480,0,5.78E-06,7.84E-03,018,2011-11-06
0,4192797,0,492,0,4.46E-06,7.33E-03,018,2011-11-06
0,4191548,0,370,0,4.82E-06,5.97E-03,018,2011-11-06
0,4191795,0,478,0,4.53E-06,7.21E-03,018,2011-11-06
0,4185848,0,449,0,4.55E-06,6.79E-03,018,2011-11-06
0,4184567,0,473,0,4.27E-06,7.01E-03,018,2011-11-06
0,4191007,0,414,0,4.72E-06,6.52E-03,018,2011-11-06
0,4191312,0,468,0,4.50E-06,7.12E-03,018,2011-11-06
0,4183448,0,458,0,6.92E-06,9.28E-03,018,2011-11-06
0,4184916,0,453,0,6.81E-06,7.10E-03,018,2011-11-06
0,4191009,0,480,0,4.16E-06,7.28E-03,018,2011-11-06
0,4188648,0,436,0,4.16E-06,6.70E-03,018,2011-11-06
0,4191820,0,467,0,4.10E-06,6.93E-03,018,2011-11-06
0,4185065,0,439,0,4.16E-06,6.67E-03,018,2011-11-06
0,4193195,0,444,0,4.06E-06,6.55E-03,018,2011-11-06
0,4189811,0,1218,0,4.19E-06,1.49E-02,018,2011-11-06
0,4194057,0,1021,0,4.87E-06,1.32E-02,018,2011-11-06
0,4179919,0,499,0,5.46E-06,7.51E-03,018,2011-11-06
0,4190537,0,489,0,4.60E-06,7.39E-03,018,2011-11-06
0,4193736,0,780,0,4.40E-06,1.03E-02,018,2011-11-06
0,4187724,0,777,0,4.83E-06,1.02E-02,018,2011-11-06
0,4181665,0,560,0,4.59E-06,7.85E-03,018,2011-11-06
0,4191212,0,733,0,4.47E-06,9.75E-03,018,2011-11-06
0,4189505,0,757,0,4.68E-06,1.15E-02,018,2011-11-06
0,4192921,0,538,0,5.20E-06,8.01E-03,018,2011-11-06
0,4191470,0,301,0,4.95E-06,5.11E-03,018,2011-11-06
0,4192800,0,369,0,4.11E-06,5.88E-03,018,2011-11-06
0,4179959,0,324,0,1.49E-05,5.56E-03,018,2011-11-06
0,4190319,0,276,0,3.97E-06,4.77E-03,018,2011-11-06
0,4186404,0,287,0,3.80E-06,4.93E-03,018,2011-11-06
0,4185011,0,361,0,3.96E-06,5.61E-03,018,2011-11-06
0,4194142,0,302,0,9.42E-06,5.20E-03,018,2011-11-06
0,4182770,0,410,0,3.88E-06,6.36E-03,018,2011-11-06
0,4194038,0,340,0,3.88E-06,5.51E-03,018,2011-11-06
0,4182727,0,307,0,3.84E-06,5.10E-03,018,2011-11-06
0,4177927,0,269,0,3.90E-06,4.68E-03,018,2011-11-06
0,4183744,0,337,0,3.91E-06,5.52E-03,018,2011-11-06
0,4180344,0,341,0,4.18E-06,5.35E-03,018,2011-11-06
0,4193605,0,303,0,4.06E-06,5.05E-03,018,2011-11-06
0,4192587,0,459,0,3.93E-06,9.60E-03,018,2011-11-06
0,4178841,0,304,0,4.41E-06,5.53E-03,018,2011-11-06
0,4185482,0,272,0,3.81E-06,4.98E-03,018,2011-11-06
0,4190324,0,313,0,3.82E-06,5.54E-03,018,2011-11-06
0,4192594,0,338,0,3.97E-06,6.24E-03,018,2011-11-06
0,4182008,0,282,0,4.01E-06,5.21E-03,018,2011-11-06
0,4183210,0,273,0,3.80E-06,5.08E-03,018,2011-11-06
0,4193242,0,295,0,3.83E-06,5.04E-03,018,2011-11-06
0,4180373,0,290,0,3.90E-06,5.09E-03,018,2011-11-06
0,4178320,0,270,0,3.99E-06,4.93E-03,018,2011-11-06
0,4192712,32562,512,4,4.14E-06,7.99E-03,018,2011-11-06
0,4193158,0,702,0,4.24E-06,1.00E-02,018,2011-11-06
0,4193229,0,602,0,4.31E-06,8.45E-03,018,2011-11-06
0,4186741,0,544,0,4.24E-06,7.79E-03,018,2011-11-06
0,4190277,0,532,0,4.31E-06,7.65E-03,018,2011-11-06
0,4185341,0,522,0,4.28E-06,7.29E-03,018,2011-11-06
0,4187835,0,645,0,4.49E-06,1.02E-02,018,2011-11-06
0,57977,0,8,0,4.01E-06,1.89E-03,018,2011-11-06
0,4188093,0,617,0,8.43E-06,1.84E-02,018,2011-11-07
0,4188032,0,1004,0,2.02E-05,1.43E-02,018,2011-11-07
0,4190729,0,433,0,3.99E-06,6.96E-03,018,2011-11-07
0,4192248,0,440,0,3.65E-06,6.97E-03,018,2011-11-07
0,4190285,0,404,0,4.11E-06,6.33E-03,018,2011-11-07
0,4182522,0,475,0,1.06E-05,7.18E-03,018,2011-11-07
0,4193903,0,532,0,4.45E-06,8.57E-03,018,2011-11-07
0,4194271,0,531,0,4.64E-06,8.38E-03,018,2011-11-07
0,4188287,0,461,0,4.32E-06,7.14E-03,018,2011-11-07
0,4184292,0,538,0,4.13E-06,8.74E-03,018,2011-11-07
0,4190983,0,476,0,4.08E-06,7.13E-03,018,2011-11-07
0,4189897,0,485,0,4.18E-06,7.83E-03,018,2011-11-07
0,4183232,0,472,0,4.08E-06,7.09E-03,018,2011-11-07
0,4193361,0,433,0,4.04E-06,6.57E-03,018,2011-11-07
0,4187554,0,490,0,4.07E-06,7.22E-03,018,2011-11-07
0,4187184,0,459,0,4.24E-06,6.94E-03,018,2011-11-07
0,4193203,0,446,0,3.96E-06,6.72E-03,018,2011-11-07
0,4181713,0,448,0,4.17E-06,6.62E-03,018,2011-11-07
0,4188535,0,455,0,3.97E-06,6.67E-03,018,2011-11-07
0,4184653,0,463,0,4.39E-06,6.92E-03,018,2011-11-07
0,4183385,0,443,0,4.14E-06,6.96E-03,018,2011-11-07
0,4182231,0,469,0,4.44E-06,7.21E-03,018,2011-11-07
0,4178931,0,565,0,9.57E-06,8.64E-03,018,2011-11-07
0,4189739,0,503,0,4.25E-06,7.47E-03,018,2011-11-07
0,4192226,0,485,0,4.51E-06,7.41E-03,018,2011-11-07
0,4186678,0,439,0,5.99E-06,8.66E-03,018,2011-11-07
0,4192301,0,481,0,6.29E-06,1.97E-02,018,2011-11-07
0,4179830,0,475,0,8.08E-06,7.64E-03,018,2011-11-07
0,4192953,0,462,0,5.04E-06,7.08E-03,018,2011-11-07
0,4181857,0,486,0,4.12E-06,7.39E-03,018,2011-11-07
0,4178105,0,488,0,4.04E-06,7.29E-03,018,2011-11-07
0,4185956,0,502,0,4.06E-06,7.56E-03,018,2011-11-07
0,4188493,0,479,0,4.16E-06,7.19E-03,018,2011-11-07
0,4183442,0,482,0,5.81E-06,7.21E-03,018,2011-11-07
0,4190205,0,486,0,4.00E-06,7.15E-03,018,2011-11-07
0,4187563,0,490,0,5.17E-06,7.23E-03,018,2011-11-07
0,4193735,0,480,0,4.22E-06,1.86E-02,018,2011-11-07
0,4185787,0,458,0,5.89E-06,7.67E-03,018,2011-11-07
0,4182804,0,465,0,8.37E-06,7.33E-03,018,2011-11-07
0,4188860,0,525,0,4.28E-06,7.98E-03,018,2011-11-07
0,4191193,0,482,0,5.55E-06,7.42E-03,018,2011-11-07
0,4193479,0,391,0,4.90E-06,6.37E-03,018,2011-11-07
0,4186998,0,464,0,4.75E-06,7.18E-03,018,2011-11-07
0,4186635,0,458,0,5.18E-06,7.09E-03,018,2011-11-07
0,4193250,0,503,0,6.03E-06,8.80E-03,018,2011-11-07
0,4192696,0,451,0,4.73E-06,7.06E-03,018,2011-11-07
0,4187916,0,483,0,4.95E-06,7.49E-03,018,2011-11-07
0,4194062,0,886,0,4.64E-06,1.18E-02,018,2011-11-07
0,4181905,0,701,0,5.21E-06,9.83E-03,018,2011-11-07
0,4190217,0,518,0,4.66E-06,7.62E-03,018,2011-11-07
0,4194230,0,422,0,4.61E-06,6.28E-03,018,2011-11-07
0,4182230,0,518,0,4.17E-06,7.50E-03,018,2011-11-07
0,4183465,0,466,0,4.26E-06,6.80E-03,018,2011-11-07
0,4185791,0,495,0,4.15E-06,7.31E-03,018,2011-11-07
0,4190676,0,468,0,4.24E-06,7.06E-03,018,2011-11-07
0,4191325,0,456,0,6.10E-06,6.93E-03,018,2011-11-07
0,4183380,0,403,0,5.82E-06,6.43E-03,018,2011-11-07
0,4189877,0,282,0,6.35E-06,5.31E-03,018,2011-11-07
0,4193113,0,265,0,4.07E-06,4.93E-03,018,2011-11-07
0,4192606,0,289,0,9.56E-06,5.35E-03,018,2011-11-07
0,4194000,0,485,0,3.87E-06,7.23E-03,018,2011-11-07
0,4192749,0,407,0,4.30E-06,6.18E-03,018,2011-11-07
0,4193579,0,475,0,6.20E-06,7.26E-03,018,2011-11-07
0,4191613,0,401,0,4.68E-06,6.56E-03,018,2011-11-07
0,4178260,0,485,0,4.06E-06,7.12E-03,018,2011-11-07
0,4186349,0,455,0,4.14E-06,6.90E-03,018,2011-11-07
0,4183161,0,443,0,3.93E-06,6.79E-03,018,2011-11-07
0,4190519,0,450,0,4.11E-06,6.87E-03,018,2011-11-07
0,4191084,0,459,0,3.96E-06,6.78E-03,018,2011-11-07
0,4190340,0,429,0,3.88E-06,6.53E-03,018,2011-11-07
0,4193064,0,455,0,4.10E-06,6.84E-03,018,2011-11-07
0,4192204,0,496,0,3.99E-06,8.83E-03,018,2011-11-07
0,4186043,0,480,0,4.48E-06,7.13E-03,018,2011-11-07
0,4192797,0,492,0,4.19E-06,7.24E-03,018,2011-11-07
0,4191548,0,370,0,3.95E-06,5.93E-03,018,2011-11-07
0,4191795,0,478,0,3.78E-06,7.10E-03,018,2011-11-07
0,4185848,0,449,0,4.16E-06,2.27E-02,018,2011-11-07
0,4184567,0,473,0,9.07E-06,7.84E-03,018,2011-11-07
0,4191007,0,414,0,6.13E-06,6.55E-03,018,2011-11-07
0,4191312,0,468,0,4.19E-06,7.01E-03,018,2011-11-07
0,4183448,0,458,0,4.19E-06,7.05E-03,018,2011-11-07
0,4184916,0,453,0,4.33E-06,6.69E-03,018,2011-11-07
0,4191009,0,480,0,4.25E-06,6.97E-03,018,2011-11-07
0,4188648,0,436,0,4.34E-06,6.60E-03,018,2011-11-07
0,4191820,0,467,0,4.10E-06,6.88E-03,018,2011-11-07
0,4185065,0,439,0,4.35E-06,6.55E-03,018,2011-11-07
0,4193195,0,444,0,4.01E-06,6.78E-03,018,2011-11-07
0,4189811,0,1218,0,4.56E-06,1.55E-02,018,2011-11-07
0,4194057,0,1021,0,4.61E-06,1.51E-02,018,2011-11-07
0,4179919,0,499,0,4.35E-06,7.91E-03,018,2011-11-07
0,4190537,0,489,0,4.22E-06,7.64E-03,018,2011-11-07
0,4193736,0,780,0,3.93E-06,1.09E-02,018,2011-11-07
0,4187724,0,777,0,4.40E-06,1.84E-02,018,2011-11-07
0,4181665,0,560,0,7.04E-06,9.59E-03,018,2011-11-07
0,4191212,0,733,0,5.49E-06,1.16E-02,018,2011-11-07
0,4189505,0,757,0,8.92E-06,1.20E-02,018,2011-11-07
0,4192921,0,538,0,5.74E-06,9.05E-03,018,2011-11-07
0,4191470,0,301,0,5.54E-06,5.94E-03,018,2011-11-07
0,4192800,0,369,0,5.02E-06,6.54E-03,018,2011-11-07
0,4179959,0,324,0,5.32E-06,6.04E-03,018,2011-11-07
0,4190319,0,276,0,5.20E-06,5.42E-03,018,2011-11-07
0,4186404,0,287,0,5.16E-06,5.51E-03,018,2011-11-07
0,4185011,0,361,0,5.29E-06,6.43E-03,018,2011-11-07
0,4194142,0,302,0,5.24E-06,5.60E-03,018,2011-11-07
0,4182770,0,410,0,5.01E-06,7.01E-03,018,2011-11-07
0,4194038,0,340,0,5.74E-06,6.09E-03,018,2011-11-07
0,4182727,0,307,0,5.95E-06,5.83E-03,018,2011-11-07
0,4177927,0,269,0,5.11E-06,5.34E-03,018,2011-11-07
0,4183744,0,337,0,5.07E-06,6.03E-03,018,2011-11-07
0,4180344,0,341,0,5.88E-06,7.91E-03,018,2011-11-07
0,4193605,0,303,0,5.56E-06,5.79E-03,018,2011-11-07
0,4192587,0,459,0,5.20E-06,7.83E-03,018,2011-11-07
0,4178841,0,304,0,5.44E-06,5.81E-03,018,2011-11-07
0,4185482,0,272,0,5.06E-06,5.35E-03,018,2011-11-07
0,4190324,0,313,0,5.17E-06,5.94E-03,018,2011-11-07
0,4192594,0,338,0,5.14E-06,6.14E-03,018,2011-11-07
0,4182008,0,282,0,6.69E-06,5.53E-03,018,2011-11-07
0,4183210,0,273,0,5.11E-06,5.41E-03,018,2011-11-07
0,4193242,0,295,0,5.41E-06,5.57E-03,018,2011-11-07
0,4180373,0,290,0,4.88E-06,6.02E-03,018,2011-11-07
0,4178320,0,270,0,5.03E-06,5.29E-03,018,2011-11-07
0,4192712,0,512,0,7.61E-06,8.03E-03,018,2011-11-07
0,4193158,0,702,0,7.04E-06,1.03E-02,018,2011-11-07
0,4193229,0,602,0,9.21E-06,9.20E-03,018,2011-11-07
0,4186741,0,544,0,4.87E-06,9.84E-03,018,2011-11-07
0,4190277,0,532,0,6.13E-06,8.04E-03,018,2011-11-07
0,4185341,0,522,0,5.17E-06,8.06E-03,018,2011-11-07
0,4187835,0,645,0,5.36E-06,9.29E-03,018,2011-11-07
0,57977,0,8,0,4.54E-06,2.09E-03,018,2011-11-07
0,4193984,14768,617,1,8.48E-06,1.07E-02,018,2011-11-08
0,4189645,39215,1003,17,4.60E-06,1.71E-02,018,2011-11-08
0,4178928,468475,433,56,4.96E-06,9.72E-03,018,2011-11-08
0,4191512,1008623,432,132,3.92E-06,1.27E-02,018,2011-11-08
0,4187472,686447,412,85,4.29E-06,1.05E-02,018,2011-11-08
0,4189686,664757,413,83,3.95E-06,1.24E-02,018,2011-11-08
0,4192858,308094,494,42,4.16E-06,9.51E-03,018,2011-11-08
0,4184491,45283,540,7,4.31E-06,1.14E-02,018,2011-11-08
0,4184384,0,506,0,4.40E-06,8.36E-03,018,2011-11-08
0,4185939,36919,488,4,4.34E-06,8.12E-03,018,2011-11-08
0,4181835,16887,530,2,4.28E-06,8.49E-03,018,2011-11-08
0,4187576,0,471,0,4.38E-06,7.94E-03,018,2011-11-08
0,4191856,0,482,0,4.32E-06,7.60E-03,018,2011-11-08
0,4185977,0,466,0,1.57E-05,7.53E-03,018,2011-11-08
0,4191928,1969902,522,294,3.90E-06,1.65E-02,018,2011-11-08
0,4181132,2387099,433,301,3.91E-06,1.67E-02,018,2011-11-08
0,4192366,2559337,469,333,3.87E-06,1.85E-02,018,2011-11-08
0,4193108,2723468,469,365,6.85E-06,1.99E-02,018,2011-11-08
0,4184999,2380328,454,310,4.25E-06,1.76E-02,018,2011-11-08
0,4186978,2114782,436,270,4.24E-06,1.85E-02,018,2011-11-08
0,4179710,2183020,454,283,4.24E-06,1.72E-02,018,2011-11-08
0,4191167,1922253,470,257,5.08E-06,1.57E-02,018,2011-11-08
0,4182332,2173513,441,274,5.30E-06,1.58E-02,018,2011-11-08
0,4182175,1760366,437,207,4.82E-06,1.44E-02,018,2011-11-08
0,4193424,1022,611,2,7.00E-06,9.43E-03,018,2011-11-08
0,4186488,0,468,0,5.51E-06,7.25E-03,018,2011-11-08
0,4194057,0,478,0,5.90E-06,7.18E-03,018,2011-11-08
0,4188770,0,439,0,6.21E-06,7.13E-03,018,2011-11-08
0,4188420,0,487,0,4.18E-06,7.85E-03,018,2011-11-08
0,4184733,0,471,0,4.42E-06,7.16E-03,018,2011-11-08
0,4192702,0,469,0,7.24E-06,7.28E-03,018,2011-11-08
0,4182888,0,477,0,4.48E-06,7.20E-03,018,2011-11-08
0,4184712,0,500,0,5.12E-06,7.49E-03,018,2011-11-08
0,4190688,0,490,0,4.32E-06,7.58E-03,018,2011-11-08
0,4194197,0,491,0,5.25E-06,7.74E-03,018,2011-11-08
0,4190197,0,474,0,4.49E-06,7.77E-03,018,2011-11-08
0,4191297,0,494,0,1.65E-05,1.92E-02,018,2011-11-08
0,4193569,0,494,0,1.70E-05,1.89E-02,018,2011-11-08
0,4187176,0,462,0,1.67E-05,1.79E-02,018,2011-11-08
0,4194222,0,468,0,1.75E-05,2.23E-02,018,2011-11-08
0,4179987,0,501,0,1.78E-05,9.53E-03,018,2011-11-08
0,4193713,0,493,0,7.70E-06,7.78E-03,018,2011-11-08
0,4194145,0,469,0,6.98E-06,7.36E-03,018,2011-11-08
0,4191021,0,393,0,4.31E-06,6.54E-03,018,2011-11-08
0,4187165,0,450,0,4.14E-06,7.55E-03,018,2011-11-08
0,4190738,0,489,0,4.84E-06,7.25E-03,018,2011-11-08
0,4190420,0,486,0,4.36E-06,8.12E-03,018,2011-11-08
0,4186495,0,483,0,4.32E-06,7.38E-03,018,2011-11-08
0,4181248,0,466,0,5.72E-06,7.72E-03,018,2011-11-08
0,4194133,0,935,0,4.62E-06,1.25E-02,018,2011-11-08
0,4187408,0,689,0,4.80E-06,9.82E-03,018,2011-11-08
0,4184609,0,475,0,4.65E-06,7.28E-03,018,2011-11-08
0,4192897,0,435,0,4.31E-06,6.66E-03,018,2011-11-08
0,4193816,0,495,0,4.54E-06,7.38E-03,018,2011-11-08
0,4193747,0,476,0,4.22E-06,6.99E-03,018,2011-11-08
0,4190842,0,485,0,4.26E-06,7.28E-03,018,2011-11-08
0,4187814,0,465,0,4.19E-06,6.97E-03,018,2011-11-08
0,4187252,0,456,0,4.19E-06,6.92E-03,018,2011-11-08
0,4185279,0,353,0,4.19E-06,6.05E-03,018,2011-11-08
0,4181478,0,282,0,3.99E-06,4.83E-03,018,2011-11-08
0,4193113,0,265,0,3.75E-06,4.83E-03,018,2011-11-08
0,4190011,0,382,0,3.93E-06,6.06E-03,018,2011-11-08
0,4194036,0,417,0,4.95E-06,6.42E-03,018,2011-11-08
0,4191597,0,453,0,4.20E-06,6.73E-03,018,2011-11-08
0,4192012,0,459,0,4.28E-06,6.92E-03,018,2011-11-08
0,4185446,0,420,0,4.10E-06,6.51E-03,018,2011-11-08
0,4192635,0,453,0,4.04E-06,7.14E-03,018,2011-11-08
0,4187017,0,482,0,4.29E-06,7.12E-03,018,2011-11-08
0,4186257,0,417,0,3.91E-06,6.41E-03,018,2011-11-08
0,4185815,0,471,0,4.16E-06,6.94E-03,018,2011-11-08
0,4189793,0,441,0,4.60E-06,6.56E-03,018,2011-11-08
0,4183957,0,434,0,4.56E-06,7.06E-03,018,2011-11-08
0,4182604,0,473,0,4.08E-06,7.19E-03,018,2011-11-08
0,4190781,0,490,0,4.03E-06,7.18E-03,018,2011-11-08
0,4192785,0,485,0,4.11E-06,7.15E-03,018,2011-11-08
0,4178778,0,511,0,4.19E-06,7.47E-03,018,2011-11-08
0,4182998,0,350,0,4.41E-06,5.72E-03,018,2011-11-08
0,4193687,0,467,0,4.01E-06,6.94E-03,018,2011-11-08
0,4192365,0,452,0,4.13E-06,6.69E-03,018,2011-11-08
0,4187933,0,455,0,4.12E-06,6.73E-03,018,2011-11-08
0,4193770,0,432,0,3.95E-06,6.30E-03,018,2011-11-08
0,4185423,0,453,0,3.96E-06,6.57E-03,018,2011-11-08
0,4179902,0,464,0,3.94E-06,6.69E-03,018,2011-11-08
0,4186696,0,481,0,4.99E-06,8.52E-03,018,2011-11-08
0,4182440,0,457,0,4.05E-06,7.02E-03,018,2011-11-08
0,4186297,0,438,0,4.00E-06,6.70E-03,018,2011-11-08
0,4193991,0,471,0,3.96E-06,7.09E-03,018,2011-11-08
0,4187833,0,415,0,4.10E-06,6.44E-03,018,2011-11-08
0,4193471,0,761,0,3.89E-06,1.07E-02,018,2011-11-08
0,4187454,0,1179,0,4.56E-06,1.46E-02,018,2011-11-08
0,4192155,0,829,0,4.72E-06,1.10E-02,018,2011-11-08
0,4190748,0,400,0,1.23E-05,7.01E-03,018,2011-11-08
0,4178253,0,565,0,5.32E-06,8.88E-03,018,2011-11-08
0,4193296,0,992,0,4.42E-06,2.77E-02,018,2011-11-08
0,4192072,0,519,0,4.73E-06,7.78E-03,018,2011-11-08
0,4193049,0,736,0,4.53E-06,1.02E-02,018,2011-11-08
0,4193540,0,626,0,4.86E-06,1.01E-02,018,2011-11-08
0,4191506,0,685,0,4.47E-06,9.51E-03,018,2011-11-08
0,4182557,0,486,0,4.04E-06,7.17E-03,018,2011-11-08
0,4190141,0,354,0,4.18E-06,5.71E-03,018,2011-11-08
0,4183780,0,338,0,3.90E-06,5.56E-03,018,2011-11-08
0,4192121,0,309,0,3.95E-06,5.19E-03,018,2011-11-08
0,4183806,0,271,0,3.81E-06,4.64E-03,018,2011-11-08
0,4186436,0,298,0,3.86E-06,4.90E-03,018,2011-11-08
0,4191993,0,348,0,3.84E-06,5.64E-03,018,2011-11-08
0,4178681,0,444,0,3.92E-06,6.55E-03,018,2011-11-08
0,4191633,0,281,0,4.40E-06,4.89E-03,018,2011-11-08
0,4181778,0,346,0,3.93E-06,5.49E-03,018,2011-11-08
0,4190146,0,288,0,3.81E-06,5.28E-03,018,2011-11-08
0,4180050,0,267,0,3.83E-06,4.91E-03,018,2011-11-08
0,4183343,0,344,0,3.76E-06,5.89E-03,018,2011-11-08
0,4187803,0,372,0,3.76E-06,6.09E-03,018,2011-11-08
0,4191626,0,291,0,3.88E-06,4.97E-03,018,2011-11-08
0,4191362,0,436,0,3.90E-06,7.22E-03,018,2011-11-08
0,4180575,0,308,0,4.03E-06,5.59E-03,018,2011-11-08
0,4184494,0,268,0,3.75E-06,4.90E-03,018,2011-11-08
0,4191392,0,345,0,3.65E-06,5.73E-03,018,2011-11-08
0,4179887,0,304,0,3.81E-06,5.14E-03,018,2011-11-08
0,4178818,0,282,0,3.84E-06,4.92E-03,018,2011-11-08
0,4188816,0,281,0,3.84E-06,4.90E-03,018,2011-11-08
0,4188761,0,303,0,3.71E-06,5.16E-03,018,2011-11-08
0,4192117,0,277,0,3.72E-06,4.87E-03,018,2011-11-08
0,4187885,11361,329,2,3.90E-06,5.47E-03,018,2011-11-08
0,4193429,53974,681,11,4.04E-06,1.03E-02,018,2011-11-08
0,4183589,1178692,705,258,4.34E-06,1.75E-02,018,2011-11-08
0,4193966,707874,609,97,4.37E-06,1.16E-02,018,2011-11-08
0,4190918,142800,510,35,4.14E-06,1.00E-02,018,2011-11-08
0,4177948,0,562,0,4.19E-06,8.08E-03,018,2011-11-08
0,4188790,0,521,0,3.97E-06,7.76E-03,018,2011-11-08
0,4186074,37215,552,4,4.12E-06,8.49E-03,018,2011-11-08
0,3455112,0,545,0,4.06E-06,7.90E-03,018,2011-11-08
0,4190949,15125,615,1,6.12E-06,9.56E-03,018,2011-11-09
0,4192947,70991,1004,17,4.23E-06,1.40E-02,018,2011-11-09
0,4187337,533709,432,66,4.51E-06,1.00E-02,018,2011-11-09
0,4189164,850493,443,111,6.39E-06,1.14E-02,018,2011-11-09
0,4189192,606734,424,84,1.92E-05,9.70E-03,018,2011-11-09
0,4187573,71276,403,6,1.27E-05,7.06E-03,018,2011-11-09
0,4192056,1239300,496,185,5.92E-06,1.24E-02,018,2011-11-09
0,4189687,0,550,0,4.36E-06,8.08E-03,018,2011-11-09
0,4185742,0,466,0,4.63E-06,7.35E-03,018,2011-11-09
0,4194021,0,546,0,7.30E-06,8.42E-03,018,2011-11-09
0,4188027,0,471,0,5.68E-06,7.15E-03,018,2011-11-09
0,4183032,0,489,0,4.04E-06,7.26E-03,018,2011-11-09
0,4186594,0,470,0,4.33E-06,6.99E-03,018,2011-11-09
0,4192279,0,479,0,4.34E-06,7.15E-03,018,2011-11-09
0,4186358,848958,526,126,4.10E-06,1.14E-02,018,2011-11-09
0,4187297,2328410,437,312,4.28E-06,1.61E-02,018,2011-11-09
0,4189255,2385617,479,307,4.35E-06,1.61E-02,018,2011-11-09
0,4188290,2486304,471,328,3.94E-06,1.64E-02,018,2011-11-09
0,4192727,2192389,443,270,4.17E-06,1.87E-02,018,2011-11-09
0,4193749,2184380,447,271,3.93E-06,1.56E-02,018,2011-11-09
0,4190003,1954845,449,236,4.01E-06,1.73E-02,018,2011-11-09
0,4192837,1831546,450,226,5.17E-06,1.53E-02,018,2011-11-09
0,4192467,1806055,433,229,4.37E-06,1.42E-02,018,2011-11-09
0,4183187,1686889,457,199,3.98E-06,1.35E-02,018,2011-11-09
0,4193924,535758,564,70,4.16E-06,1.04E-02,018,2011-11-09
0,4181971,0,500,0,4.06E-06,7.44E-03,018,2011-11-09
0,4184634,0,489,0,4.22E-06,7.44E-03,018,2011-11-09
0,4191514,0,442,0,3.95E-06,6.92E-03,018,2011-11-09
0,4189665,0,472,0,4.05E-06,7.07E-03,018,2011-11-09
0,4179867,0,474,0,4.21E-06,7.76E-03,018,2011-11-09
0,4186569,0,464,0,4.28E-06,7.74E-03,018,2011-11-09
0,4182500,0,489,0,3.92E-06,7.40E-03,018,2011-11-09
0,4193223,0,483,0,4.17E-06,7.30E-03,018,2011-11-09
0,4190924,0,498,0,1.05E-05,7.76E-03,018,2011-11-09
0,4189373,0,486,0,4.03E-06,8.84E-03,018,2011-11-09
0,4192073,0,490,0,3.95E-06,7.54E-03,018,2011-11-09
0,4192544,0,477,0,4.05E-06,7.14E-03,018,2011-11-09
0,4193319,0,501,0,4.03E-06,7.38E-03,018,2011-11-09
0,4185513,0,476,0,4.13E-06,6.95E-03,018,2011-11-09
0,4192931,0,464,0,3.95E-06,6.89E-03,018,2011-11-09
0,4190058,0,469,0,3.98E-06,6.93E-03,018,2011-11-09
0,4187979,0,520,0,3.99E-06,7.71E-03,018,2011-11-09
0,4193422,0,475,0,4.01E-06,7.49E-03,018,2011-11-09
0,4189039,0,417,0,4.59E-06,8.70E-03,018,2011-11-09
0,4187730,0,433,0,5.52E-06,6.75E-03,018,2011-11-09
0,4192531,0,461,0,3.96E-06,6.94E-03,018,2011-11-09
0,4183785,0,492,0,4.10E-06,7.26E-03,018,2011-11-09
0,4194085,0,468,0,4.20E-06,6.95E-03,018,2011-11-09
0,4180990,0,494,0,4.10E-06,7.31E-03,018,2011-11-09
0,4193856,0,773,0,4.22E-06,1.03E-02,018,2011-11-09
0,4189802,0,808,0,4.69E-06,1.06E-02,018,2011-11-09
0,4190474,0,505,0,5.54E-06,7.57E-03,018,2011-11-09
0,4185153,0,431,0,5.33E-06,6.97E-03,018,2011-11-09
0,4191007,0,510,0,4.44E-06,7.73E-03,018,2011-11-09
0,4192188,0,466,0,4.56E-06,7.08E-03,018,2011-11-09
0,4180910,0,500,0,4.25E-06,7.44E-03,018,2011-11-09
0,4192056,0,468,0,4.58E-06,7.20E-03,018,2011-11-09
0,4191296,0,457,0,4.47E-06,7.26E-03,018,2011-11-09
0,4185549,0,429,0,4.32E-06,6.37E-03,018,2011-11-09
0,4185764,0,282,0,4.16E-06,5.22E-03,018,2011-11-09
0,4193113,0,265,0,3.97E-06,7.19E-03,018,2011-11-09
0,4187190,0,263,0,4.21E-06,4.79E-03,018,2011-11-09
0,4190095,0,492,0,4.03E-06,7.41E-03,018,2011-11-09
0,4191379,0,395,0,4.36E-06,6.30E-03,018,2011-11-09
0,4192839,0,469,0,4.06E-06,7.09E-03,018,2011-11-09
0,4179110,0,420,0,4.28E-06,6.57E-03,018,2011-11-09
0,4183576,0,476,0,4.01E-06,7.09E-03,018,2011-11-09
0,4178549,0,456,0,4.33E-06,6.95E-03,018,2011-11-09
